paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year
paper_796d2ee30c31,group1,group1,group1/820_811025639007059969_10.1007%2Fs10107-017-1148-1.fixed.md,10.1007/s10107-017-1148-1,Two-stage non-cooperative games with risk-averse players,two stage non cooperative games with risk averse players,Jong-Shi Pang; Suvrajeet Sen; Uday V. Shanbhag,pang,2017
paper_4b2d65b21f99,group1,group1,group1/820_811025713283989504_10.1007%2Fs10107-017-1157-0.fixed.md,10.1007/s10107-017-1157-0,Quadratic programs with hollows,quadratic programs with hollows,Boshi Yang; Kurt Anstreicher; Samuel Burer,yang,2017
paper_041ed5543f05,group1,group1,group1/820_811027674171441152_10.1007%2Fs10107-017-1156-1.fixed.md,10.1007/s10107-017-1156-1,Visualizing data as objects by DC (difference of convex) optimization,visualizing data as objects by dc difference of convex optimization,Emilio Carrizosa; Vanessa Guerrero; Dolores Romero Morales,carrizosa,2017
paper_01f388b151a5,group1,group1,group1/820_811027808707936257_10.1007%2Fs10107-017-1150-7.fixed.md,10.1007/s10107-017-1150-7,Approximating min-cost chain-constrained spanning trees: a reduction from weighted to unweighted problems,approximating min cost chain constrained spanning trees a reduction from weighted to unweighted problems,Andre Linhares; Chaitanya Swamy,linhares,2017
paper_f51c917321a3,group1,group1,group1/820_811028044301991936_10.1007%2Fs10107-017-1155-2.fixed.md,10.1007/s10107-017-1155-2,Critical multipliers in variational systems via second-order generalized differentiation,critical multipliers in variational systems via second order generalized differentiation,Boris S. Mordukhovich; M. Ebrahim Sarabi,mordukhovich,2017
paper_dcd5b188fbad,group1,group1,group1/820_811029902089256961_10.1007%2Fs10107-017-1138-3.fixed.md,10.1007/s10107-017-1138-3,Deriving convex hulls through lifting and projection,deriving convex hulls through lifting and projection,Trang T. Nguyen; Jean-Philippe P. Richard; Mohit Tawarmalani,nguyen,2017
paper_76bdbdc33292,group1,group1,group1/820_811030516210860032_10.1007%2Fs10107-017-1147-2.fixed.md,10.1007/s10107-017-1147-2,Mixed integer reformulations of integer programs and the affine TU-dimension of a matrix,mixed integer reformulations of integer programs and the affine tu dimension of a matrix,Jörg Bader; Robert Hildebrand; Robert Weismantel; Rico Zenklusen,bader,2017
paper_07e7e65bbe9d,group1,group1,group1/820_811031761524883457_10.1007%2Fs10107-017-1146-3.fixed.md,10.1007/s10107-017-1146-3,On M-stationarity conditions in MPECs and the associated qualification conditions,on m stationarity conditions in mpecs and the associated qualification conditions,Lukáš Adam; René Henrion; Jiří Outrata,adam,2017
paper_56695659f124,group1,group1,group1/820_811032090198933505_10.1007%2Fs10107-017-1145-4.fixed.md,10.1007/s10107-017-1145-4,SOCP reformulation for the generalized trust region subproblem via a canonical form of two symmetric matrices,socp reformulation for the generalized trust region subproblem via a canonical form of two symmetric matrices,Rujun Jiang; Duan Li; Baiyi Wu,jiang,2017
paper_76f4a189974e,group1,group1,group1/820_811033516769804290_10.1007%2Fs10107-017-1144-5.fixed.md,10.1007/s10107-017-1144-5,DC decomposition of nonconvex polynomials with algebraic techniques,dc decomposition of nonconvex polynomials with algebraic techniques,Amir Ali Ahmadi; Georgina Hall,ahmadi,2017
paper_5178cab33fea,group1,group1,group1/820_811033784081186818_10.1007%2Fs10107-017-1149-0.fixed.md,10.1007/s10107-017-1149-0,Bilevel programming for generating discrete representations in multiobjective optimization,bilevel programming for generating discrete representations in multiobjective optimization,Gokhan Kirlik; Serpil Sayin,kirlik,2017
paper_ecdff3770ad8,group1,group1,group1/820_811035380886274049_10.1007%2Fs10107-017-1143-6.fixed.md,10.1007/s10107-017-1143-6,Distributionally robust optimization with matrix moment constraints: Lagrange duality and cutting plane methods,distributionally robust optimization with matrix moment constraints lagrange duality and cutting plane methods,Huifu Xu; Yongchao Liu; Hailin Sun,xu,2017
paper_2e7433c7b4df,group1,group1,group1/820_811035528529969152_10.1007%2Fs10107-017-1141-8.fixed.md,10.1007/s10107-017-1141-8,Stochastic optimization using a trust-region method and random models,stochastic optimization using a trust region method and random models,R. Chen; M. Menickelly; K. Scheinberg,chen,2017
paper_cfffca5bd50e,group1,group1,group1/820_811035973566595072_10.1007%2Fs10107-017-1136-5.fixed.md,10.1007/s10107-017-1136-5,Exact duals and short certificates of infeasibility and weak infeasibility in conic linear programming,exact duals and short certificates of infeasibility and weak infeasibility in conic linear programming,Minghui Liu; Gábor Pataki,liu,2017
paper_18e0b8f04f4a,group1,group1,group1/820_811037854737104896_10.1007%2Fs10107-017-1139-2.fixed.md,10.1007/s10107-017-1139-2,Continuous relaxation for discrete DC programming,continuous relaxation for discrete dc programming,Takanori Maehara; Naoki Marumo; Kazuo Murota,maehara,2017
paper_c347a63d0dac,group1,group1,group1/820_811038033854857218_10.1007%2Fs10107-017-1140-9.fixed.md,10.1007/s10107-017-1140-9,Matroid optimisation problems with nested non-linear monomials in the objective function,matroid optimisation problems with nested non linear monomials in the objective function,Anja Fischer; Frank Fischer; S. Thomas McCormick,fischer,2017
paper_2002f9be40d0,group1,group1,group1/820_811038180877795329_10.1007%2Fs10107-017-1142-7.fixed.md,10.1007/s10107-017-1142-7,Piecewise static policies for two-stage adjustable robust linear optimization,piecewise static policies for two stage adjustable robust linear optimization,Omar El Housni; Vineet Goyal,housni,2017
paper_7a9e3db7d79a,group1,group1,group1/820_811038238356537344_10.1007%2Fs10107-017-1137-4.fixed.md,10.1007/s10107-017-1137-4,Global convergence rate analysis of unconstrained optimization methods based on probabilistic models,global convergence rate analysis of unconstrained optimization methods based on probabilistic models,C. Cartis; K. Scheinberg,cartis,2017
paper_da4e474e792a,group1,group1,group1/820_811040086442377223_10.1007%2Fbf03380133.fixed.md,10.1007/bf03380133,COMMENTS ON A NOTE BY AGGARWAL,comments on a note by aggarwal,Michael J. TODD,todd,1975
paper_fc395fcc961a,group1,group1,group1/820_811041625760333824_10.1007%2Fs10107-017-1133-8.fixed.md,10.1007/s10107-017-1133-8,Consistent learning by composite proximal thresholding,consistent learning by composite proximal thresholding,Patrick L. Combettes; Saverio Salzo; Silvia Villa,combettes,2017
paper_cdeb9275830e,group1,group1,group1/820_811041877066252289_10.1007%2Fs10107-017-1119-6.fixed.md,10.1007/s10107-017-1119-6,SAA-regularized methods for multiproduct price optimization under the pure characteristics demand model,saa regularized methods for multiproduct price optimization under the pure characteristics demand model,Hailin Sun; Che-Lin Su; Xiaojun Chen,sun,2017
paper_88213d3f7737,group1,group1,group1/820_811043691966758912_10.1007%2Fs10107-017-1135-6.fixed.md,10.1007/s10107-017-1135-6,Binary decision rules for multistage adaptive mixed-integer optimization,binary decision rules for multistage adaptive mixed integer optimization,Dimitris Bertsimas; Angelos Georghiou,bertsimas,2017
paper_3a9fd8b62f8d,group1,group1,group1/820_811043875232677888_10.1007%2Fs10107-017-1134-7.fixed.md,10.1007/s10107-017-1134-7,Maximum semidefinite and linear extension complexity of families of polytopes,maximum semidefinite and linear extension complexity of families of polytopes,Gennadiy Averkov; Volker Kaibel; Stefan Weltge,averkov,2017
paper_31a02ef73189,group1,group1,group1/820_811048291335667713_10.1007%2Fs10107-017-1132-9.fixed.md,10.1007/s10107-017-1132-9,Two-stage stochastic variational inequalities: an ERM-solution procedure,two stage stochastic variational inequalities an erm solution procedure,Xiaojun Chen; Ting Kei Pong; Roger J-B. Wets,chen,2017
paper_43c1f2250722,group1,group1,group1/820_811050519345758210_10.1007%2Fs10107-017-1123-x.fixed.md,10.1007/s10107-017-1123-x,Integral simplex using decomposition with primal cutting planes,integral simplex using decomposition with primal cutting planes,Samuel Rosat; Issmail Elhallaoui; François Soumis; Andrea Lodi,rosat,2017
paper_bee7864efa03,group1,group1,group1/820_811052193888075780_10.1007%2Fs10107-017-1131-x.fixed.md,10.1007/s10107-017-1131-x,Quadratic two-stage stochastic optimization with coherent measures of risk,quadratic two stage stochastic optimization with coherent measures of risk,Jie Sun; Li-Zhi Liao; Brian Rodrigues,sun,2017
paper_a37365137dc1,group1,group1,group1/820_811052886682238977_10.1007%2Fs10107-017-1130-y.fixed.md,10.1007/s10107-017-1130-y,On univariate function identification problems,on univariate function identification problems,Johannes O. Royset; Roger J.-B. Wets,royset,2017
paper_ee9a17fb65ce,group1,group1,group1/820_811052992953319425_10.1007%2Fs10107-017-1129-4.fixed.md,10.1007/s10107-017-1129-4,Perturbation of error bounds,perturbation of error bounds,A. Y. Kruger; M. A. López; M. A. Théra,kruger,2017
paper_89000003dc41,group1,group1,group1/820_811054423169040385_10.1007%2Fs10107-017-1128-5.fixed.md,10.1007/s10107-017-1128-5,Critical solutions of nonlinear equations: local attraction for Newton-type methods,critical solutions of nonlinear equations local attraction for newton type methods,A. F. Izmailov; A. S. Kurennow; M. V. Solodov,izmailov,2017
paper_daf92524af29,group1,group1,group1/820_811054577217437696_10.1007%2Fs10107-017-1124-9.fixed.md,10.1007/s10107-017-1124-9,A structure-preserving pivotal method for affine variational inequalities,a structure preserving pivotal method for affine variational inequalities,Youngdae Kim; Olivier Huber; Michael C. Ferris,kim,2017
paper_0fee95b78706,group1,group1,group1/820_811055120346251266_10.1007%2Fs10107-017-1127-6.fixed.md,10.1007/s10107-017-1127-6,Symmetric sums of squares over k-subset hypercubes,symmetric sums of squares over k subset hypercubes,Annie Raymond; James Saunderson; Mohit Singh; Rekha R. Thomas,raymond,2017
paper_355b7aecc03e,group1,group1,group1/820_811056799988842496_10.1007%2Fs10107-017-1126-7.fixed.md,10.1007/s10107-017-1126-7,Chain-constrained spanning trees,chain constrained spanning trees,Neil Olver; Rico Zenklusen,olver,2017
paper_9fdaff1fe6a8,group1,group1,group1/820_811057252789125121_10.1007%2Fs10107-017-1125-8.fixed.md,10.1007/s10107-017-1125-8,Data-driven robust optimization,data driven robust optimization,Dimitris Bertsimas; Vishal Gupta; Nathan Kallus,bertsimas,2017
paper_263a30a909f9,group1,group1,group1/820_811063544018632706_10.1007%2Fs10107-017-1116-9.fixed.md,10.1007/s10107-017-1116-9,Quantitative stability analysis of stochastic quasi-variational inequality problems and applications,quantitative stability analysis of stochastic quasi variational inequality problems and applications,Jie Zhang; Huifu Xu; Liwei Zhang,zhang,2017
paper_ef60708656bd,group1,group1,group1/820_811065153003978752_10.1007%2Fs10107-017-1114-y.fixed.md,10.1007/s10107-017-1114-y,"Folded concave penalized sparse linear regression: sparsity, statistical performance, and algorithmic theory for local solutions",folded concave penalized sparse linear regression sparsity statistical performance and algorithmic theory for local solutions,Hongcheng Liu; Tao Yao; Runze Li; Yinyu Ye,liu,2017
paper_1b84b7f29a2f,group1,group1,group1/820_811065198596063232_10.1007%2Fs10107-017-1120-0.fixed.md,10.1007/s10107-017-1120-0,Realizability and inscribability for simplicial polytopes via nonlinear optimization,realizability and inscribability for simplicial polytopes via nonlinear optimization,Moritz Firsching,firsching,2017
paper_412f8a00aad3,group1,group1,group1/820_811065274018037761_10.1007%2Fs10107-017-1121-z.fixed.md,10.1007/s10107-017-1121-z,Stochastic second-order-cone complementarity problems: expected residual minimization formulation and its applications,stochastic second order cone complementarity problems expected residual minimization formulation and its applications,Gui-Hua Lin; Mei-Ju Luo; Dali Zhang; Jin Zhang,lin,2017
paper_1c9746c97609,group1,group1,group1/820_811065306737803264_10.1007%2Fs10107-017-1117-8.fixed.md,10.1007/s10107-017-1117-8,On imposing connectivity constraints in integer programs,on imposing connectivity constraints in integer programs,Yiming Wang; Austin Buchanan; Sergiy Butenko,wang,2017
paper_d0ebea365011,group1,group1,group1/820_811065622367567872_10.1007%2Fs10107-017-1115-x.fixed.md,10.1007/s10107-017-1115-x,Round-robin tournaments generated by the Circle Method have maximum carry-over,round robin tournaments generated by the circle method have maximum carry over,Erik Lambrechts; Annette M. C. Ficker; Dries R. Goossens; Frits C. R. Spieksma,lambrechts,2017
paper_2e03703e6eac,group1,group1,group1/820_811065648468721665_10.1007%2Fs10107-016-1107-2.fixed.md,10.1007/s10107-016-1107-2,An improved algorithm for the L2-Lp minimization problem,an improved algorithm for the l2 lp minimization problem,Dongdong Ge; Rongchuan He; Simai He,ge,2017
paper_31f1da1076ec,group1,group1,group1/820_811067793406427137_10.1007%2Fs10107-017-1122-y.fixed.md,10.1007/s10107-017-1122-y,Existence of augmented Lagrange multipliers: reduction to exact penalty functions and localization principle,existence of augmented lagrange multipliers reduction to exact penalty functions and localization principle,M. V. Dolgopolik,dolgopolik,2017
paper_b1527c522ef1,group1,group1,group1/820_811069807616065539_10.1007%2Fs10107-017-1110-2.fixed.md,10.1007/s10107-017-1110-2,On Brøndsted-Rockafellar's Theorem for convex lower semicontinuous epi-pointed functions in locally convex spaces,on br ndsted rockafellar s theorem for convex lower semicontinuous epi pointed functions in locally convex spaces,Rafael Correa; Abderrahim Hantoute; Pedro Pérez-Aros,correa,2017
paper_e95643489a4e,group1,group1,group1/820_811069829535498240_10.1007%2Fs10107-003-0450-2.fixed.md,10.1007/s10107-003-0450-2,Strong formulations for mixed integer programs: valid inequalities and extended formulations,strong formulations for mixed integer programs valid inequalities and extended formulations,Laurence A. Wolsey,wolsey,2003
paper_9413a394a8a2,group1,group1,group1/820_811070040206999554_10.1007%2Fs10107-003-0446-y.fixed.md,10.1007/s10107-003-0446-y,Capacities of quantum channels and how to find them,capacities of quantum channels and how to find them,Peter W. Shor,shor,2003
paper_69c5e3d12c23,group1,group1,group1/820_811070076378677249_10.1007%2Fs101070100243.fixed.md,10.1007/s101070100243,New classes of fast lower bounds for bin packing problems,new classes of fast lower bounds for bin packing problems,Sándor P. Fekete; Jörg Schepers,fekete,2001
paper_5e4e42447040,group1,group1,group1/820_811070092556107776_10.1007%2Fs101070100239.fixed.md,10.1007/s101070100239,Discretization in semi-infinite programming: the rate of convergence,discretization in semi infinite programming the rate of convergence,G. Still,still,2001
paper_b497c998f389,group1,group1,group1/820_811070128119611396_10.1007%2Fs10107-003-0444-0.fixed.md,10.1007/s10107-003-0444-0,Optimization in forestry,optimization in forestry,Mikael Ronqvist,ronqvist,2003
paper_bcf9943cd1d8,group1,group1,group1/820_811070159828549633_10.1007%2Fs10107-003-0442-2.fixed.md,10.1007/s10107-003-0442-2,Applications of convex optimization in signal processing and digital communication,applications of convex optimization in signal processing and digital communication,Zhi-Quan Luo,luo,2003
paper_ff8a436cb857,group1,group1,group1/820_811070189599719424_10.1007%2Fs10107980004a.fixed.md,10.1007/s10107980004a,Nonsmooth analysis of eigenvalues,nonsmooth analysis of eigenvalues,A.S. Lewis,lewis,1998
paper_7dd026122278,group1,group1,group1/820_811070197958967296_10.1007%2Fs10107-003-0451-1.fixed.md,10.1007/s10107-003-0451-1,First- and second-order methods for semidefinite programming,first and second order methods for semidefinite programming,Renato D.C. Monteiro,monteiro,2003
paper_aa0ebd9cc768,group1,group1,group1/820_811070204699213832_10.1007%2Fs101079900125.fixed.md,10.1007/s101079900125,A probabilistic analysis of a measure of combinatorial complexity for the central curve,a probabilistic analysis of a measure of combinatorial complexity for the central curve,Peter A. Beling; Sushil Verma,beling,1999
paper_23aea54a5430,group1,group1,group1/820_811070231354015745_10.1007%2Fs10107980020a.fixed.md,10.1007/s10107980020a,Global and polynomial-time convergence of an infeasible-interior-point algorithm using inexact computation,global and polynomial time convergence of an infeasible interior point algorithm using inexact computation,Shinji Mizuno; Florian Jarre,mizuno,1998
paper_1054bfe27d25,group1,group1,group1/820_811070251750916098_10.1007%2Fs10107990047a.fixed.md,10.1007/s10107990047a,A polyhedral approach to single-machine scheduling problems,a polyhedral approach to single machine scheduling problems,J.M. van den Akker; C.P.M. van Hoesel; M.W.P. Savelsbergh,akker,1999
paper_af8eae3fad97,group1,group1,group1/820_811070406902415360_10.1007%2Fs10107-003-0449-8.fixed.md,10.1007/s10107-003-0449-8,Progress on perfect graphs,progress on perfect graphs,Maria Chudnovsky; Neil Robertson; P. D. Seymour; Robin Thomas,chudnovsky,2003
paper_8d829a49a2e4,group1,group1,group1/820_811070443418025986_10.1007%2Fs101079900102.fixed.md,10.1007/s101079900102,A new bound for the ratio between the 2-matching problem and its linear programming relaxation,a new bound for the ratio between the 2 matching problem and its linear programming relaxation,Sylvia Boyd; Robert Carr,boyd,1999
paper_50fe225ce4e4,group1,group1,group1/820_811071890452905984_10.1007%2Fs10107980022a.fixed.md,10.1007/s10107980022a,Models and algorithms for the 2-dimensional cell suppression problem in statistical disclosure control,models and algorithms for the 2 dimensional cell suppression problem in statistical disclosure control,Matteo Fischetti; Juan Jose Salazar,fischetti,1998
paper_1b1ea581ad16,group1,group1,group1/820_811071904868728833_10.1007%2Fs10107980024a.fixed.md,10.1007/s10107980024a,Intersection theorems on polytopes,intersection theorems on polytopes,Gerard van der Laan; Dolf Talman; Zaifu Yang,laan,1998
paper_6ebbe03ad015,group1,group1,group1/820_811071919171305473_10.1007%2Fs10107-003-0445-z.fixed.md,10.1007/s10107-003-0445-z,Stochastic programming with integer variables,stochastic programming with integer variables,Rüdiger Schultz,schultz,2003
paper_1ffa68dee0d6,group1,group1,group1/820_811071945658335232_10.1007%2Fs101070100251.fixed.md,10.1007/s101070100251,Box-inequalities for quadratic assignment polytopes,box inequalities for quadratic assignment polytopes,Michael Jünger; Volker Kaibel,j nger,2001
paper_4e8b54ed666a,group1,group1,group1/820_811072146368364545_10.1007%2Fs101070100236.fixed.md,10.1007/s101070100236,Dual bounding procedures lead to convergent Branch-and-Bound algorithms,dual bounding procedures lead to convergent branch and bound algorithms,Mirjam Dür; Reiner Horst; Nam Thoai,d r,2001
paper_d53570830cd9,group1,group1,group1/820_811072317105897473_10.1007%2Fs10107990015a.fixed.md,10.1007/s10107990015a,A smoothing method for mathematical programs with equilibrium constraints,a smoothing method for mathematical programs with equilibrium constraints,Francisco Facchinei; Houyuan Jiang; Liquin Qi,facchinei,1999
paper_45d66ef4951b,group1,group1,group1/820_811072353663451136_10.1007%2Fs101070100233.fixed.md,10.1007/s101070100233,A polynomial case of unconstrained zero-one quadratic optimization,a polynomial case of unconstrained zero one quadratic optimization,Kim Allemand; Komei Fukuda; Thomas M. Liebling; Erich Steiner,allemand,2001
paper_68d8708f6e87,group1,group1,group1/820_811072396252413953_10.1007%2Fs101070100234.fixed.md,10.1007/s101070100234,Multi-exchange neighborhood structures for the capacitated minimum spanning tree problem,multi exchange neighborhood structures for the capacitated minimum spanning tree problem,Ravindra K. Ahuja; James B. Orlin; Dushyant Sharma,ahuja,2001
paper_68a893abaea0,group1,group1,group1/820_811074303591186432_10.1007%2Fs101070100232.fixed.md,10.1007/s101070100232,Perfect duality in semi-infinite and semidefinite programming,perfect duality in semi infinite and semidefinite programming,K.O. Kortanek; Q. Zhang,kortanek,2001
paper_bc47d702a10d,group1,group1,group1/820_811074360302370819_10.1007%2Fs10107-017-1108-9.fixed.md,10.1007/s10107-017-1108-9,Primal and dual predicted decrease approximation methods,primal and dual predicted decrease approximation methods,Amir Beck; Edouard Pauwels; Shoham Sabach,beck,2017
paper_a1874abf1597,group1,group1,group1/820_811074597695782913_10.1007%2Fs10107-003-0448-9.fixed.md,10.1007/s10107-003-0448-9,Smoothened analysis of termination of linear programming algorithms,smoothened analysis of termination of linear programming algorithms,Daniel A. Spielman; Shang-Hua Teng,spielman,2003
paper_1af4f2c436d1,group1,group1,group1/820_811074773529395200_10.1007%2Fs101070000136.fixed.md,10.1007/s101070000136,Condition number complexity of an elementary algorithm for computing a reliable solution of a conic linear system,condition number complexity of an elementary algorithm for computing a reliable solution of a conic linear system,Marina Epelman; Robert M. Freund,epelman,2000
paper_6b8853acd844,group1,group1,group1/820_811076207956197377_10.1007%2Fs101070100235.fixed.md,10.1007/s101070100235,Valid inequalities for problems with additive variable upper bounds,valid inequalities for problems with additive variable upper bounds,Alper Atamtürk; George L. Nemhauser; Martin W.P. Savelsbergh,atamt rk,2001
paper_1c1eee765cd9,group1,group1,group1/820_811076223613534208_10.1007%2Fs10107980029a.fixed.md,10.1007/s10107980029a,Properties of the Moreau-Yosida regularization of a piecewise C2 convex function,properties of the moreau yosida regularization of a piecewise c2 convex function,Robert Mifflin; Liquun Qi; Defeng Sun,mifflin,1998
paper_d15995c1e17b,group1,group1,group1/820_811076225756823553_10.1007%2Fs101070100240.fixed.md,10.1007/s101070100240,Self-concordant barriers for hyperbolic means,self concordant barriers for hyperbolic means,Adrian S. Lewis; Hristo S. Sendov,lewis,2001
paper_acfe1d90a549,group1,group1,group1/820_811076249215565826_10.1007%2Fs101079900076.fixed.md,10.1007/s101079900076,Smooth methods of multipliers for complementarity problems,smooth methods of multipliers for complementarity problems,Jonathan Eckstein; Michael C. Ferris,eckstein,1999
paper_60276a2d6d2e,group1,group1,group1/820_811076286528094209_10.1007%2Fs10107980009a.fixed.md,10.1007/s10107980009a,Infeasible-start primal-dual methods and infeasibility detectors for nonlinear programming problems,infeasible start primal dual methods and infeasibility detectors for nonlinear programming problems,Yu. Nesterov; M.J. Todd; Y. Ye,nesterov,1998
paper_597dfdbf7573,group1,group1,group1/820_811076292995710977_10.1007%2Fs10107-003-0447-x.fixed.md,10.1007/s10107-003-0447-x,How to compute the volume in high dimension?,how to compute the volume in high dimension,Miklós Simonovits,simonovits,2003
paper_d3749a2799fa,group1,group1,group1/820_811076305574428672_10.1007%2Fs10107-003-0439-x.fixed.md,10.1007/s10107-003-0439-x,Necessary conditions in optimal control: a new approach,necessary conditions in optimal control a new approach,Francis Clarke,clarke,2003
paper_f0b691db9dc8,group1,group1,group1/820_811076366425391104_10.1007%2Fs101079900110.fixed.md,10.1007/s101079900110,Restricted 2-factor polytopes,restricted 2 factor polytopes,William H. Cunningham; Yaoguang Wang,cunningham,1999
paper_dab92d5aa105,group1,group1,group1/820_811076378991525890_10.1007%2Fs10107980016a.fixed.md,10.1007/s10107980016a,Metric regularity and quantitative stability in stochastic programs with probabilistic constraints,metric regularity and quantitative stability in stochastic programs with probabilistic constraints,René Henrion; Werner Römisch,henrion,1998
paper_b42a194747c6,group1,group1,group1/820_811076452698030080_10.1007%2Fs10107-003-0441-3.fixed.md,10.1007/s10107-003-0441-3,The mathematics of eigenvalue optimization,the mathematics of eigenvalue optimization,A.S. Lewis,lewis,2003
paper_dffcc6b43358,group1,group1,group1/820_811076522218618880_10.1007%2Fs101079900107.fixed.md,10.1007/s101079900107,On the separation of maximally violated mod-k cuts,on the separation of maximally violated mod k cuts,Alberto Caprara; Matteo Fischetti; Adam N. Letchford,caprara,1999
paper_674af8df5533,group1,group1,group1/820_811076522466082818_10.1007%2Fs10107980013a.fixed.md,10.1007/s10107980013a,Dual conditions characterizing optimality for convex multi-objective programs,dual conditions characterizing optimality for convex multi objective programs,B.M. Glover; V. Jeyakumar; A.M. Rubinov,glover,1998
paper_601faa2c841c,group1,group1,group1/820_811076547988422656_10.1007%2Fs10107-003-0437-z.fixed.md,10.1007/s10107-003-0437-z,Recent advances in the solution of quadratic assignment problems,recent advances in the solution of quadratic assignment problems,Kurt M. Anstreicher,anstreicher,2003
paper_5427abd38eef,group1,group1,group1/820_811076593614061568_10.1007%2Fs10107-003-0438-y.fixed.md,10.1007/s10107-003-0438-y,Approximation schemes for NP-hard geometric optimization problems: a survey,approximation schemes for np hard geometric optimization problems a survey,Sanjeev Arora,arora,2003
paper_2c189f818aa6,group1,group1,group1/820_811076609661468672_10.1007%2Fs101070100231.fixed.md,10.1007/s101070100231,Errata: On semidefinite linear complementarity problems,errata on semidefinite linear complementarity problems,M. Seetharama Gowda; Yoon Song,gowda,2001
paper_6e6e9b3f5722,group1,group1,group1/820_811076657442979841_10.1007%2Fs10107980011a.fixed.md,10.1007/s10107980011a,"Shallow, deep and very deep cuts in the analytic center cutting plane method",shallow deep and very deep cuts in the analytic center cutting plane method,Jean-Louis Goffin; Jean-Philippe Vial,goffin,1998
paper_5872ec489397,group1,group1,group1/820_811076662186737666_10.1007%2Fs101070100241.fixed.md,10.1007/s101070100241,Entropic proximal decomposition methods for convex programs and variational inequalities,entropic proximal decomposition methods for convex programs and variational inequalities,Alfred Auslender; Marc Teboulle,auslender,2001
paper_ff9ef52e0aa3,group1,group1,group1/820_811076675495264257_10.1007%2Fs10107980027a.fixed.md,10.1007/s10107980027a,Characterization of the smoothness and curvature of a marginal function for a trust-region problem,characterization of the smoothness and curvature of a marginal function for a trust region problem,David A. Andrews; Luís N. Vicente,andrews,1998
paper_cfed26503384,group1,group1,group1/820_811076746299310080_10.1007%2Fs101079900111.fixed.md,10.1007/s101079900111,A non-interior predictor-corrector path following algorithm for the monotone linear complementarity problem,a non interior predictor corrector path following algorithm for the monotone linear complementarity problem,Jim Burke; Song Xu,burke,1999
paper_885b8d49237f,group1,group1,group1/820_811076841208020993_10.1007%2Fs10107-003-0440-4.fixed.md,10.1007/s10107-003-0440-4,Implementing the Dantzig-Fulkerson-Johnson algorithm for large traveling salesman problems,implementing the dantzig fulkerson johnson algorithm for large traveling salesman problems,David Applegate; Robert Bixby; Vasek Chvátal; William Cook,applegate,2003
paper_610cab5fd6bf,group1,group1,group1/820_811076911697494019_10.1007%2Fs101070100230.fixed.md,10.1007/s101070100230,Q-superlinear convergence of the iterates in primal-dual interior-point methods,q superlinear convergence of the iterates in primal dual interior point methods,Florian A. Potra,potra,2001
paper_6a34b3e4f4e9,group1,group1,group1/820_811076924217491458_10.1007%2Fs10107980012a.fixed.md,10.1007/s10107980012a,Approximating quadratic programming with bound and quadratic constraints,approximating quadratic programming with bound and quadratic constraints,Yinyu Ye,ye,1998
paper_4146f111a575,group1,group1,group1/820_811076974431698945_10.1007%2Fs10107980021a.fixed.md,10.1007/s10107980021a,Polynomiality of primal-dual algorithms for semidefinite linear complementarity problems based on the Kojima-Shindoh-Hara family of directions,polynomiality of primal dual algorithms for semidefinite linear complementarity problems based on the kojima shindoh hara family of directions,Renato D.C. Monteiro; Takashi Tsuchiya,monteiro,1998
paper_1bffce9e4ac4,group1,group1,group1/820_811077020682289153_10.1007%2Fs101070000159.fixed.md,10.1007/s101070000159,Co-NP-completeness of some matrix classification problems,co np completeness of some matrix classification problems,Paul Tseng,tseng,2000
paper_ffe749844810,group1,group1,group1/820_811077021974134789_10.1007%2Fs10107980002a.fixed.md,10.1007/s10107980002a,Asymptotic constraint qualifications and global error bounds for convex inequalities,asymptotic constraint qualifications and global error bounds for convex inequalities,Diethard Klatte; Wu Li,klatte,1998
paper_3c71d88dd6b2,group1,group1,group1/820_811077029230280704_10.1007%2Fs10107-003-0375-9.fixed.md,10.1007/s10107-003-0375-9,Logic-based Benders decomposition,logic based benders decomposition,J.N. Hooker; G. Ottosson,hooker,2003
paper_2a2f8940e7d6,group1,group1,group1/820_811077036729696257_10.1007%2Fs101070000154..fixed.md,10.1007/s101070000154,The mixed vertex packing problem,the mixed vertex packing problem,Alper Atamturk; George L. Nemhauser; Martin W.P. Savelsbergh,atamturk,2000
paper_eb437301589c,group1,group1,group1/820_811077053968285696_10.1007%2Fs101079900127.fixed.md,10.1007/s101079900127,A new look at smoothing Newton methods for nonlinear complementarity problems and box constrained variational inequalities,a new look at smoothing newton methods for nonlinear complementarity problems and box constrained variational inequalities,Liqun Qi; Defeng Sun; Guanglu Zhou,qi,1999
paper_3da441e1d67b,group1,group1,group1/820_811077105814077440_10.1007%2Fs101070100237.fixed.md,10.1007/s101070100237,A new condition number for linear programming,a new condition number for linear programming,Dennis Cheung; Felipe Cucker,cheung,2001
paper_397a955e71b4,group1,group1,group1/820_811078398783782913_10.1007%2Fs101079900105.fixed.md,10.1007/s101079900105,Improving the robustness of descent-based methods for semismooth equations using proximal perturbations,improving the robustness of descent based methods for semismooth equations using proximal perturbations,Stephen C. Billups,billups,1999
paper_63edfcf2c7f1,group1,group1,group1/820_811078400583139329_10.1007%2Fs10107-017-1113-z.fixed.md,10.1007/s10107-017-1113-z,"$k$-Trails: recognition, complexity, and approximations",k trails recognition complexity and approximations,Mohit Singh; Rico Zenklusen,singh,2017
