paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year
paper_90f94bd4e8eb,group2,group2,group2/820_812116337915592705_10.1007%2Fpl00011399.fixed.md,10.1007/pl00011399,Credit risk optimization with Conditional Value-at-Risk criterion,credit risk optimization with conditional value at risk criterion,with the lack of historical data to estimate credit correlations; poses significant modeling challenges; compared to market risk modeling,correlations,2000
paper_7633a3aa9f9d,group2,group2,group2/820_812116367632236545_10.1007%2Fpl00011428.fixed.md,10.1007/pl00011428,Concavity cuts for disjoint bilinear programming,concavity cuts for disjoint bilinear programming,Key words. concavity cuts disjoint bilinear programming linear maxmin programming branch; bound algorithm global optimization,branch,2001
paper_ba9d943eff0d,group2,group2,group2/820_812116400901455873_10.1007%2Fpl00011403.fixed.md,10.1007/pl00011403,Parallel machine scheduling with high multiplicity,parallel machine scheduling with high multiplicity,Key words. sequencing deterministic parallel machine high multiplicity computational complexity,complexity,1993
paper_18bb4340136a,group2,group2,group2/820_812116433117904897_10.1007%2Fpl00011376.fixed.md,10.1007/pl00011376,László Lipták $\cdot$ László Lovász,l szl lipt k cdot l szl lov sz,Facets with fixed defect of the stable set polytope,polytope,2000
paper_d00b03278c99,group2,group2,group2/820_812116434283921409_10.1007%2Fpl00011389.fixed.md,10.1007/pl00011389,Gérard Cornuéjols $\cdot$ Bertrand Guenin $\cdot$ François Margot,g rard cornu jols cdot bertrand guenin cdot fran ois margot,The packing property,property,2000
paper_ca02c71f48cd,group2,group2,group2/820_812116438037823488_10.1007%2Fpl00011398.fixed.md,10.1007/pl00011398,G.Ch. Pflug,g ch pflug,Scenario tree generation for multiperiod financial optimization by optimal discretization,discretization,2000
paper_d44597e2c720,group2,group2,group2/820_812116440495685632_10.1007%2Fpl00011391.fixed.md,10.1007/pl00011391,A trust region method based on interior point techniques for nonlinear programming,a trust region method based on interior point techniques for nonlinear programming,we will only consider here inequality constrained problems of the form,form,2000
paper_b1efc989fd9c,group2,group2,group2/820_812116457667166208_10.1007%2Fpl00011409.fixed.md,10.1007/pl00011409,Global optimization of nonconvex factorable programming problems,global optimization of nonconvex factorable programming problems,Key words. factorable programs reformulation-linearization technique RLT nonconvex programming global optimization,optimization,2000
paper_cdb9e45400d9,group2,group2,group2/820_812116467288899584_10.1007%2Fpl00011395.fixed.md,10.1007/pl00011395,2. Single-period financial optimization models,2 single period financial optimization models,Maximize f x eta Z eta Z,z,1997
paper_9f6d4125be7a,group2,group2,group2/820_812116474633125889_10.1007%2Fpl00011434.fixed.md,10.1007/pl00011434,Vertex-Disjoint Packing of Two Steiner Trees: polyhedra and branch-and-cut*,vertex disjoint packing of two steiner trees polyhedra and branch and cut,Key words. Steiner tree packing routing polyhedra branch-,branch,2001
paper_7f361a30bbbd,group2,group2,group2/820_812116515582115841_10.1007%2Fpl00011377.fixed.md,10.1007/pl00011377,Existence of optimal solutions and duality results under weak conditions,existence of optimal solutions and duality results under weak conditions,Key words. convex programming existence of optimal solutions duality convex analysis,analysis,2000
paper_02011a6031d2,group2,group2,group2/820_812116518451019777_10.1007%2Fpl00011413.fixed.md,10.1007/pl00011413,On two homogeneous self-dual approaches to linear programming and its extensions,on two homogeneous self dual approaches to linear programming and its extensions,Two self-dual systems,systems,2000
paper_9d960478f01a,group2,group2,group2/820_812116566576463872_10.1007%2Fpl00011369.fixed.md,10.1007/pl00011369,A trust region and affine scaling interior point method for nonconvex minimization with linear inequality constraints\*\*,a trust region and affine scaling interior point method for nonconvex minimization with linear inequality constraints,Key words. trust region interior point method Dikin-affine scaling Newton step,step,2000
paper_2eaafcfa564a,group2,group2,group2/820_812117883399176194_10.1007%2Fs10107-005-0686-0.fixed.md,10.1007/s10107-005-0686-0,Michele Aghassi $\cdot$ Dimitris Bertsimas,michele aghassi cdot dimitris bertsimas,Robust game theory,theory,2006
paper_2ec10d173b2d,group2,group2,group2/820_812117935626649601_10.1007%2Fs10107-005-0701-5.fixed.md,10.1007/s10107-005-0701-5,Interior-point $\ell_2$ -penalty methods for nonlinear programming with strong global convergence properties,interior point ell 2 penalty methods for nonlinear programming with strong global convergence properties,Key words. Constrained optimization nonlinear programming primal-dual interior-point method global convergence penalty-barrier method modified Newton method,method,2006
paper_3dc694dd2e8c,group2,group2,group2/820_812118318176534530_10.1007%2Fs10107-004-0521-z.fixed.md,10.1007/s10107-004-0521-z,Mathieu Van Vyve,mathieu van vyve,Linear-programming extended formulations for the single-item lot-sizing problem with backlogging; constant capacity,backlogging,2006
paper_90adc1315cbc,group2,group2,group2/820_812118366884986881_10.1007%2Fs10107-005-0643-y.fixed.md,10.1007/s10107-005-0643-y,Zigzag inequalities: a new class of facet-inducing inequalities for Arc Routing Problems,zigzag inequalities a new class of facet inducing inequalities for arc routing problems,Key words. Polyhedral Combinatorics Facets Arc Routing Windy Rural Postman Problem Windy General Routing Problem Mixed Rural Postman Problem,problem,2005
paper_396527c8921a,group2,group2,group2/820_812118555804827649_10.1007%2Fs10107-005-0679-z.fixed.md,10.1007/s10107-005-0679-z,Extending Scope of Robust Optimization: $\star$ Comprehensive Robust Counterparts of Uncertain Problems,extending scope of robust optimization star comprehensive robust counterparts of uncertain problems,Uncertain convex problems. RO is a methodology for modelling uncertain optimization problems of the form,form,2006
paper_d8be82e39c90,group2,group2,group2/820_812120857999572994_10.1007%2Fs10107-005-0694-0.fixed.md,10.1007/s10107-005-0694-0,A constraint generation algorithm for large scale linear programs using multiple-points separation,a constraint generation algorithm for large scale linear programs using multiple points separation,Key words. Constraint generation Linear programming,programming,2005
paper_07de12d41c60,group2,group2,group2/820_812120879159836673_10.1007%2Fs10107-005-0693-1.fixed.md,10.1007/s10107-005-0693-1,A $2 + \varepsilon$ approximation algorithm for the $k$ -MST problem,a 2 varepsilon approximation algorithm for the k mst problem,Key words. k Minimum Spanning Tree Approximation algorithm Primal-Dual schema,schema,2005
paper_770c64ac0697,group2,group2,group2/820_812120917592244226_10.1007%2Fs10107-005-0678-0.fixed.md,10.1007/s10107-005-0678-0,E. Erdoğan\* $\cdot$ G. Iyengar\*\*,e erdo an cdot g iyengar,Ambiguous chance constrained problems; robust optimization,problems,2005
paper_95171155d449,group2,group2,group2/820_812121018536558593_10.1007%2Fs10107-005-0691-3.fixed.md,10.1007/s10107-005-0691-3,The constrained minimum weighted sum of job completion times problem\*,the constrained minimum weighted sum of job completion times problem,Key words. Scheduling Combinatorial optimization Approximation scheme,scheme,2005
paper_7e388fb117e4,group2,group2,group2/820_812121048169316352_10.1007%2Fs10107-005-0692-2.fixed.md,10.1007/s10107-005-0692-2,On the gap between the quadratic integer programming problem and its semidefinite relaxation,on the gap between the quadratic integer programming problem and its semidefinite relaxation,Key words. Quadratic integer programming Semidefinite relaxation Linear matrix inequalities Zonotopes Hyperplane arrangements,arrangements,2005
paper_6a6ec70b920b,group2,group2,group2/820_812121049566019586_10.1007%2Fs10107-005-0683-3.fixed.md,10.1007/s10107-005-0683-3,Robust Mean-Squared Error Estimation of Multiple Signals in Linear Systems Affected by Model and Noise Uncertainties,robust mean squared error estimation of multiple signals in linear systems affected by model and noise uncertainties,Key words. Minimax Mean-Squared Error Multiple Observations Robust Estimation Semidefinite Programming Block Circulant Matrices Discrete Fourier Transform,transform,2005
paper_39977f27f970,group2,group2,group2/820_812121061863718912_10.1007%2Fs10107-005-0695-z.fixed.md,10.1007/s10107-005-0695-z,Convergence rate of Newton's method for $L_{2}$ spectral estimation,convergence rate of newton s method for l 2 spectral estimation,begin array l min int K s x d x text s. t. r k int K s x e j k x d x; k in Delta; tag s x geq end array,x,2005
paper_a9edabdbba1c,group2,group2,group2/820_812121066167074816_10.1007%2Fs10107-005-0687-z.fixed.md,10.1007/s10107-005-0687-z,Robust global optimization with polynomials,robust global optimization with polynomials,Key words. Robust optimization Semidefinite programming Semidefinite relaxations,relaxations,2005
paper_0ba32cc3e56f,group2,group2,group2/820_812121129194881026_10.1007%2Fs10107-005-0697-x.fixed.md,10.1007/s10107-005-0697-x,A note on the Lipschitz continuity of the gradient of the squared norm of the matrix-valued Fischer-Burmeister function,a note on the lipschitz continuity of the gradient of the squared norm of the matrix valued fischer burmeister function,The squared norm of the FB function for SDCP is the function Psi S n times S n to mathfrak R defined by Psi X; Y coloneqq frac Phi X,x,2005
paper_54bf122053b2,group2,group2,group2/820_812121131661131779_10.1007%2Fs10107-005-0673-5.fixed.md,10.1007/s10107-005-0673-5,R. Ravi · Amitabh Sinha,r ravi amitabh sinha,Hedging Uncertainty Approximation Algorithms for Stochastic Optimization Problems,problems,2005
paper_f36ade2406ac,group2,group2,group2/820_812121136518135808_10.1007%2Fs10107-005-0684-2.fixed.md,10.1007/s10107-005-0684-2,Matrix Sum-of-Squares Relaxations for Robust Semi-Definite Programs,matrix sum of squares relaxations for robust semi definite programs,This brings us to the subject of this paper; the following robust polynomial semi-definite program with optimal value v mathrm opt,paper,2005
paper_cc3a10fd5380,group2,group2,group2/820_812121137059201024_10.1007%2Fs10107-005-0681-5.fixed.md,10.1007/s10107-005-0681-5,A Robust Optimization Approach to Dynamic Pricing and Inventory Control with no Backorders,a robust optimization approach to dynamic pricing and inventory control with no backorders,Some Related Literature,literature,2005
paper_e359b9d2c17e,group2,group2,group2/820_812121202255462401_10.1007%2Fs10107-005-0685-1.fixed.md,10.1007/s10107-005-0685-1,An approximation technique for robust nonlinear optimization,an approximation technique for robust nonlinear optimization,Key words. Nonlinear Programming Robust Optimization Optimal Control,control,2005
paper_56f7a9d5b055,group2,group2,group2/820_812121217459814400_10.1007%2Fs10107-005-0689-x.fixed.md,10.1007/s10107-005-0689-x,Robust optimization of contaminant sensor placement for community water systems,robust optimization of contaminant sensor placement for community water systems,More recently; researchers have developed robust optimization methods to deal with epistemic uncertainty; which describes our lack of knowledge about information,recently,2005
paper_ff5334b64b9c,group2,group2,group2/820_812121453284556800_10.1007%2Fs10107-005-0677-1.fixed.md,10.1007/s10107-005-0677-1,Tractable Approximations to Robust Conic Optimization Problems,tractable approximations to robust conic optimization problems,Key words. Robust Optimization Conic Optimization Stochastic Optimization,optimization,2005
paper_52778da9ce70,group2,group2,group2/820_812123042107883521_10.1007%2Fs10107-021-01640-3.fixed.md,10.1007/s10107-021-01640-3,Optimization on flag manifolds,optimization on flag manifolds,Ke Ye Ken Sze-Wai Wong Lek-Heng Lim,lim,2021
paper_0f1c31351cad,group2,group2,group2/820_812123075591012353_10.1007%2Fs10107-005-0696-y.fixed.md,10.1007/s10107-005-0696-y,Solving discrete zero point problems\*,solving discrete zero point problems,Key words. Discrete zero point Labeling rule Simplicial algorithm Triangulation,triangulation,2006
paper_4135ab8dd735,group2,group2,group2/820_812123807237013504_10.1007%2Fs10107-005-0688-y.fixed.md,10.1007/s10107-005-0688-y,Competitive Multi-period Pricing for Perishable Products: A Robust Optimization Approach,competitive multi period pricing for perishable products a robust optimization approach,An application of the fixed inventory model,model,2006
paper_90f98e05d469,group2,group2,group2/820_812125964417892352_10.1007%2Fs10107-005-0597-0.fixed.md,10.1007/s10107-005-0597-0,Martin Dyer $\cdot$ Leen Stougie,martin dyer cdot leen stougie,Computational complexity of stochastic programming problems star,star,2005
paper_c1a320f8e52d,group2,group2,group2/820_812126246073794562_10.1007%2Fs10107-005-0675-3.fixed.md,10.1007/s10107-005-0675-3,Laurence A. Wolsey,laurence a wolsey,Lot-sizing with production; delivery time windows,production,2005
paper_3ddb6b7f7eb1,group2,group2,group2/820_812126600190492672_10.1007%2Fs10107-005-0680-6.fixed.md,10.1007/s10107-005-0680-6,Worst-case distribution analysis of stochastic programs,worst case distribution analysis of stochastic programs,Key words. Min-max Stochastic Programming Ambiguous Chance Constraints Robust Optimization Uniformity Principle,principle,2005
paper_df52feac3d8e,group2,group2,group2/820_812126764695289857_10.1007%2Fs10107-005-0608-1.fixed.md,10.1007/s10107-005-0608-1,Maximum network flows with concave gains,maximum network flows with concave gains,Key words. Generalized networks Flow algorithms Nonlinear optimization,optimization,2005
paper_82d65a997d93,group2,group2,group2/820_812126836602437633_10.1007%2Fs10107-005-0602-7.fixed.md,10.1007/s10107-005-0602-7,Asymptotic behaviour of a family of gradient algorithms in $\mathbb{R}^d$ and Hilbert spaces,asymptotic behaviour of a family of gradient algorithms in mathbb r d and hilbert spaces,The basic idea is renormalisation; as used throughout The main result in the finite dimension case is that for any algorithm in the class; in the renormalised space one,renormalisation,2005
paper_d50e301a9478,group2,group2,group2/820_812126837621653504_10.1007%2Fs10107-005-0682-4.fixed.md,10.1007/s10107-005-0682-4,Olga Kostyukova $\cdot$ Ekaterina Kostina,olga kostyukova cdot ekaterina kostina,Robust optimal feedback for terminal linear-quadratic control problems under disturbances,disturbances,2005
paper_97041d701597,group2,group2,group2/820_812126910946476034_10.1007%2Fs10107-003-0502-7.fixed.md,10.1007/s10107-003-0502-7,J. Guérin $\cdot$ P. Marcotte $\cdot$ G. Savard,j gu rin cdot p marcotte cdot g savard,An optimal adaptive algorithm for the approximation of concave functions,functions,2005
paper_dc98036aea4d,group2,group2,group2/820_812127003330215937_10.1007%2Fs10107-005-0671-7.fixed.md,10.1007/s10107-005-0671-7,Teresa H. Chu,teresa h chu,A class of polynomially solvable linear complementarity problems,problems,2005
paper_19b763e8df76,group2,group2,group2/820_812128097070481409_10.1007%2Fs10107-005-0672-6.fixed.md,10.1007/s10107-005-0672-6,Minimizing Polynomials via Sum of Squares over the Gradient Ideal,minimizing polynomials via sum of squares over the gradient ideal,Key words. Polynomials Global Optimization Sum of Squares SOS Semidefinite Programming SDP Radical Ideal- Variety Gradient Ideal Algebraic Geometry.,geometry,2005
paper_05048a4b483f,group2,group2,group2/820_812128153387401216_10.1007%2Fs10107-005-0668-2.fixed.md,10.1007/s10107-005-0668-2,Optimal 3-terminal cuts and linear programming,optimal 3 terminal cuts and linear programming,gave an approximation algorithm having a performance guarantee of frac We give a further improvement that is based on their approach.,approach,2005
paper_552570f20749,group2,group2,group2/820_812128198014795776_10.1007%2Fs10107-004-0560-5.fixed.md,10.1007/s10107-004-0560-5,An interior algorithm for nonlinear optimization that combines line search and trust region steps,an interior algorithm for nonlinear optimization that combines line search and trust region steps,The problem under consideration has the form,form,2005
paper_efd18dc78a6f,group2,group2,group2/820_812128405972582401_10.1007%2Fs10107-005-0670-8.fixed.md,10.1007/s10107-005-0670-8,G. Cornuéjols $\cdot$ C. Lemaréchal,g cornu jols cdot c lemar chal,A convex-analysis perspective on disjunctive cuts,cuts,2005
paper_f66b919fb108,group2,group2,group2/820_812128580560486401_10.1007%2Fs10107-005-0656-6.fixed.md,10.1007/s10107-005-0656-6,A linear programming formulation for the maximum complete multipartite subgraph problem,a linear programming formulation for the maximum complete multipartite subgraph problem,Key words. Complete multipartite subgraph Integer linear programming Independence system,system,2005
paper_ca2e9137db58,group2,group2,group2/820_812128616040103936_10.1007%2Fs10107-005-0658-4.fixed.md,10.1007/s10107-005-0658-4,Conditional Value-at-Risk in Stochastic Programs with Mixed-Integer Recourse,conditional value at risk in stochastic programs with mixed integer recourse,Key words. Stochastic programming Mean-risk models Mixed-integer optimization Conditional value-at-risk,risk,2005
paper_4a9589698367,group2,group2,group2/820_812128638949392387_10.1007%2Fs10107-005-0669-1.fixed.md,10.1007/s10107-005-0669-1,An approximation algorithm for the general max-min resource sharing problem\*\*,an approximation algorithm for the general max min resource sharing problem,We consider the following general max-min resource sharing problem,problem,2005
paper_334fa6b5c5ad,group2,group2,group2/820_812129014742253570_10.1007%2Fs10107-005-0667-3.fixed.md,10.1007/s10107-005-0667-3,Robert M. Freund,robert m freund,On the behavior of the homogeneous self-dual model for conic convex optimization,optimization,2005
paper_18c493893e0f,group2,group2,group2/820_812129139648626690_10.1007%2Fs10107-004-0504-0.fixed.md,10.1007/s10107-004-0504-0,A polyhedral study of the generalized vertex packing problem,a polyhedral study of the generalized vertex packing problem,Key words. Integer programming Vertex packing Valid inequalities cutting planes Air-space management Reformulation-linearization technique,technique,2005
paper_9e392797df44,group2,group2,group2/820_812129175006609411_10.1007%2Fs10107-005-0649-5.fixed.md,10.1007/s10107-005-0649-5,Kathie Cameron $\cdot$ Pavol Hell,kathie cameron cdot pavol hell,Independent packings in structured graphs,graphs,2005
paper_0fa4379e9366,group2,group2,group2/820_812129237875032070_10.1007%2Fs10107-005-0654-8.fixed.md,10.1007/s10107-005-0654-8,Critical extreme points of the 2-edge connected spanning subgraph polytope*,critical extreme points of the 2 edge connected spanning subgraph polytope,Key words. Polytope Cut edge connected graph Critical extreme point,point,2005
paper_f76d0cfc0a26,group2,group2,group2/820_812129376886849536_10.1007%2Fs10107-005-0665-5.fixed.md,10.1007/s10107-005-0665-5,Mixed Integer Models for the Stationary Case of Gas Network Optimization,mixed integer models for the stationary case of gas network optimization,Key words. Mixed integer programming Cutting planes Gas optimization Piece-wise linear functions Branch-; Bound SOS constraints,branch,2005
paper_e3d2675964f9,group2,group2,group2/820_812129546974265345_10.1007%2Fs10107-005-0648-6.fixed.md,10.1007/s10107-005-0648-6,2. Testing the strength,2 testing the strength,First we study the following question Given a nonnegative number k; is the strength of the network greater than or equal to k This reduces to test whether,k,2005
paper_9edb1092bce8,group2,group2,group2/820_812129607254802432_10.1007%2Fs10107-005-0662-8.fixed.md,10.1007/s10107-005-0662-8,A new ILP-based refinement heuristic for Vehicle Routing Problems*,a new ilp based refinement heuristic for vehicle routing problems,Key words. Vehicle Routing Problems Heuristics Large Neighborhood Search Computational Analysis Distance-Constrained Vehicle Routing Problem,problem,1981
paper_db3838fb0282,group2,group2,group2/820_812133236258897920_10.1007%2Fs10107-005-0641-0.fixed.md,10.1007/s10107-005-0641-0,An FPTAS for a single-item capacitated economic lot-sizing problem with monotone cost structure,an fptas for a single item capacitated economic lot sizing problem with monotone cost structure,Key words. Capacitated economic lot-sizing problem Dynamic programming Fully polynomial time approximation scheme,scheme,2005
paper_eff7ffb18925,group2,group2,group2/820_812133243254996994_10.1007%2Fs10107-005-0638-8.fixed.md,10.1007/s10107-005-0638-8,Convexity and decomposition of mean-risk stochastic programs,convexity and decomposition of mean risk stochastic programs,Key words. Stochastic programming Mean-risk objectives Computational complexity Decomposition Cutting plane algorithms,algorithms,2005
paper_7fecf58e3beb,group2,group2,group2/820_812133327212380161_10.1007%2Fs10107-005-0664-6.fixed.md,10.1007/s10107-005-0664-6,S. Shebalov $\cdot$ D. Klabjan,s shebalov cdot d klabjan,Sequence Independent Lifting for Mixed Integer Programs with Variable Upper Bounds,bounds,1999
paper_754b8e8d723a,group2,group2,group2/820_812133333491253249_10.1007%2Fs10107-005-0661-9.fixed.md,10.1007/s10107-005-0661-9,Computational experience with a bundle approach for semidefinite cutting plane relaxations of Max-Cut and Equipartition\*,computational experience with a bundle approach for semidefinite cutting plane relaxations of max cut and equipartition,Key words. Bundle method Semidefinite Programming max-cut Equipartition,equipartition,2000
paper_f1d5592d24fc,group2,group2,group2/820_812133381729943554_10.1007%2Fs10107-005-0666-4.fixed.md,10.1007/s10107-005-0666-4,Controlled rounding and cell perturbation: statistical disclosure limitation methods for tabular data,controlled rounding and cell perturbation statistical disclosure limitation methods for tabular data,Key words. Statistical disclosure Control Controlled rounding Integer linear Programming,programming,2005
paper_e3f45c45294d,group2,group2,group2/820_812133422225948673_10.1007%2Fs10107-005-0660-x.fixed.md,10.1007/s10107-005-0660-x,An Algorithmic Framework for the Exact Solution of the Prize-Collecting Steiner Tree Problem*,an algorithmic framework for the exact solution of the prize collecting steiner tree problem,Key words. Branch-; Cut Steiner Arborescence Prize Collecting Network Design,branch,2005
paper_1d10e1c3ac8c,group2,group2,group2/820_812133439296765954_10.1007%2Fs10107-005-0650-z.fixed.md,10.1007/s10107-005-0650-z,Polyhedra related to integer-convex polynomial systems $\star$,polyhedra related to integer convex polynomial systems star,Key words. Integer polynomial programming Polyhedra Polynomial functions Integer-convex,convex,2005
paper_6e96d08b44b9,group2,group2,group2/820_812133577943678977_10.1007%2Fs10107-005-0653-9.fixed.md,10.1007/s10107-005-0653-9,On the complexity of the planar directed edge-disjoint paths problem,on the complexity of the planar directed edge disjoint paths problem,Key words. Edge-disjoint paths Planar graphs Integral two-commodity-flows NP-completeness Complexity,complexity,2005
paper_3ae504a54490,group2,group2,group2/820_812133730998026241_10.1007%2Fs10107-005-0645-9.fixed.md,10.1007/s10107-005-0645-9,Computation of Error Bounds for P-matrix Linear Complementarity Problems*,computation of error bounds for p matrix linear complementarity problems,Key words. Accuracy Error bounds Linear complementarity problems,problems,2005
paper_d1fb092da6bd,group2,group2,group2/820_812133754473545730_10.1007%2Fs10107-005-0655-7.fixed.md,10.1007/s10107-005-0655-7,Almost all webs are not rank-perfect,almost all webs are not rank perfect,Key words. Web Rank-perfect graph Stable set polytope Non- rank facet,facet,2005
paper_442c6eb408d1,group2,group2,group2/820_812134222780170242_10.1007%2Fs10107-005-0595-2.fixed.md,10.1007/s10107-005-0595-2,New algorithms for singly linearly constrained quadratic programs subject to lower and upper bounds $\star$,new algorithms for singly linearly constrained quadratic programs subject to lower and upper bounds star,In this paper we consider the following quadratic programming problem,problem,2005
paper_3d784165a1b4,group2,group2,group2/820_812134252190629888_10.1007%2Fs10107-005-0642-z.fixed.md,10.1007/s10107-005-0642-z,Static arbitrage bounds on basket option prices,static arbitrage bounds on basket option prices,Key words. Arbitrage Linear Programming Radon Transform Basket Options Moment Problems,problems,2005
paper_e96b7e6878d5,group2,group2,group2/820_812134362374995968_10.1007%2Fs10107-005-0657-5.fixed.md,10.1007/s10107-005-0657-5,Polyhedral description of the integer single node flow set with constant bounds,polyhedral description of the integer single node flow set with constant bounds,We consider the following integer single node flow problem with constant bounds ISNFP,isnfp,2005
paper_a2a22464c03f,group2,group2,group2/820_812134433803993093_10.1007%2Fs10107-021-01663-w.fixed.md,10.1007/s10107-021-01663-w,Status determination by interior-point methods for convex optimization problems in domain-driven form,status determination by interior point methods for convex optimization problems in domain driven form,Mehdi Karimi oplus Levent Tun el,el,2021
paper_b4b6e80b130f,group2,group2,group2/820_812134531833266177_10.1007%2Fs10107-005-0640-1.fixed.md,10.1007/s10107-005-0640-1,A note on the Undirected Rural Postman Problem polytope,a note on the undirected rural postman problem polytope,min sum e in bar E c e x e,e,2005
paper_287fe481e03f,group2,group2,group2/820_812134604512165889_10.1007%2Fs10107-005-0644-x.fixed.md,10.1007/s10107-005-0644-x,Robust Branch-and-Cut-and-Price for the Capacitated Vehicle Routing Problem,robust branch and cut and price for the capacitated vehicle routing problem,R. Fukasawa School of Industrial; Systems Engineering,industrial,2005
paper_f511c8c1f934,group2,group2,group2/820_812134627874439168_10.1007%2Fs10107-005-0663-7.fixed.md,10.1007/s10107-005-0663-7,Approximate extended formulations,approximate extended formulations,Key words. Extended formulation Lot-sizing Traveling salesman problem Convex hull Approximation Mixed integer programming,programming,2005
paper_bdd31281ebc5,group2,group2,group2/820_812134801174691840_10.1007%2Fs10107-005-0652-x.fixed.md,10.1007/s10107-005-0652-x,Projection results for vehicle routing,projection results for vehicle routing,We give a survey of formulations for the capacitated VRP; then present various results of a similar flavour to those of Gouveia. In particular; we show that,vrp,2005
paper_36f20609e175,group2,group2,group2/820_812138499359637505_10.1007%2Fs10107-021-01676-5.fixed.md,10.1007/s10107-021-01676-5,A combinatorial algorithm for computing the rank of a generic partitioned matrix with $2 \times 2$ submatrices*,a combinatorial algorithm for computing the rank of a generic partitioned matrix with 2 times 2 submatrices,Hiroshi Hirai Yuni Iwamasaa,iwamasaa,2021
paper_36e6a3048fad,group2,group2,group2/820_812142357674721282_10.1007%2Fs10107-021-01673-8.fixed.md,10.1007/s10107-021-01673-8,On linear optimization over Wasserstein balls,on linear optimization over wasserstein balls,Man-Chung Yue oplus Daniel Kuhn cdot Wolfram Wiesemann,wiesemann,2021
paper_ce1b434986d6,group2,group2,group2/820_812263685425725441_10.1007%2Fs10107-005-0635-y.fixed.md,10.1007/s10107-005-0635-y,Spectral bundle methods for non-convex maximum eigenvalue functions: second-order methods,spectral bundle methods for non convex maximum eigenvalue functions second order methods,Dedicated to R. T. Rockafellar on the occasion of his th anniversary,anniversary,2005
paper_026cadf525b7,group2,group2,group2/820_812263935393660929_10.1007%2Fs10107-005-0625-0.fixed.md,10.1007/s10107-005-0625-0,Typical convex program is very well posed*,typical convex program is very well posed,The paper is dedicated to Terry Rockafellar on his th anniversary,anniversary,2005
paper_2f0bfcb58975,group2,group2,group2/820_812264317926768641_10.1007%2Fs10107-005-0626-z.fixed.md,10.1007/s10107-005-0626-z,On pairs of vectors achieving the maximal angle of a convex cone,on pairs of vectors achieving the maximal angle of a convex cone,Dedicated to R. T. Rockafellar on his th Birthday,birthday,2005
paper_63d42b460c03,group2,group2,group2/820_812264556100321282_10.1007%2Fs10107-005-0623-2.fixed.md,10.1007/s10107-005-0623-2,Calmness of constraint systems with applications,calmness of constraint systems with applications,This paper is dedicated to Prof. R. T. Rockafellar on the occasion of his th birthday,birthday,2005
paper_fc3e0dde41c6,group2,group2,group2/820_812264913702486018_10.1007%2Fs10107-005-0624-1.fixed.md,10.1007/s10107-005-0624-1,Error bounds for convex differentiable inequality systems in Banach spaces,error bounds for convex differentiable inequality systems in banach spaces,Dedicated to Terry Rockafellar in honor of his th birthday,birthday,2005
paper_9b405525cc53,group2,group2,group2/820_812264968685617153_10.1007%2Fs10107-005-0627-y.fixed.md,10.1007/s10107-005-0627-y,Error Bounds for Eigenvalue and Semidefinite Matrix Inequality Systems,error bounds for eigenvalue and semidefinite matrix inequality systems,Dedicated to Terry Rockafellar in honor of his th birthday,birthday,2005
paper_72cbe9f1eba3,group2,group2,group2/820_812265020036481024_10.1007%2Fs10107-005-0639-7.fixed.md,10.1007/s10107-005-0639-7,Sufficient matrices belong to $\mathbf{L}$,sufficient matrices belong to mathbf l,We dedicate this article to the memory of George B. Dantzig; Carlton E. Lemke who continue to inspire researchers everywhere.,dantzig,2005
paper_f160cf22958a,group2,group2,group2/820_812265035769315329_10.1007%2Fs10107-005-0606-3.fixed.md,10.1007/s10107-005-0606-3,Decomposition and Dynamic Cut Generation in Integer Linear Programming,decomposition and dynamic cut generation in integer linear programming,Key words. Integer Programming Dantzig-Wolfe Decomposition Lagrangian Relaxation Branch; Cut Branch; Price Decomposition Algorithms,branch,2005
paper_03c3b89ae1dc,group2,group2,group2/820_812266344408940546_10.1007%2Fs10107-005-0594-3.fixed.md,10.1007/s10107-005-0594-3,Perspective cuts for a class of convex 0-1 mixed integer programs,perspective cuts for a class of convex 0 1 mixed integer programs,Key words. Mixed-Integer Programs Valid Inequalities Unit Commitment problem Portfolio Optimization,optimization,2005
paper_18a34c655bed,group2,group2,group2/820_812266346027941889_10.1007%2Fs10107-005-0629-9.fixed.md,10.1007/s10107-005-0629-9,Semismoothness of solutions to generalized equations and the Moreau-Yosida regularization,semismoothness of solutions to generalized equations and the moreau yosida regularization,This paper is dedicated to Terry Rockafellar on the occasion of his seventieth birthday,birthday,2005
paper_425edadbd87c,group2,group2,group2/820_812266382132510721_10.1007%2Fs10107-005-0628-x.fixed.md,10.1007/s10107-005-0628-x,Hans-Jakob Lüthi $\cdot$ Jörg Doege,hans jakob l thi cdot j rg doege,Convex risk measures for portfolio optimization; concepts of flexibility,optimization,2005
paper_14f40ff419da,group2,group2,group2/820_812266442551459843_10.1007%2Fs10107-005-0610-7.fixed.md,10.1007/s10107-005-0610-7,Improved complexity results on solving real-number linear feasibility problems,improved complexity results on solving real number linear feasibility problems,Consider the linear programming LP problems in primal-dual form,form,2005
paper_2a99afbebcb5,group2,group2,group2/820_812266451560824833_10.1007%2Fs10107-005-0614-3.fixed.md,10.1007/s10107-005-0614-3,A new geometric condition for Fenchel's duality in infinite dimensional spaces,a new geometric condition for fenchel s duality in infinite dimensional spaces,Dedicated to Terry Rockafellar on his th birthday,birthday,2005
