paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex
paper_01181e6ac2f3,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461200196501504_10.1007%2Fs101070050079.fixed.md,10.1007/s101070050079,Upper bounds for Gaussian stochastic programs,upper bounds for gaussian stochastic programs,Geoffrey Pritchard; Golbon Zakeri,pritchard,1999.0,"@article{Pritchard_1999, title={Upper bounds for Gaussian stochastic programs}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050079}, DOI={10.1007/s101070050079}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Pritchard, Geoffrey and Zakeri, Golbon}, year={1999}, month=sept, pages={51â€“63} }"
paper_68e088ac643f,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461200657874946_10.1007%2Fs101070050056.fixed.md,10.1007/s101070050056,A bundle Bregman proximal method for convex nondifferentiable minimization,a bundle bregman proximal method for convex nondifferentiable minimization,Krzysztof C. Kiwiel,kiwiel,1998.0,"@article{Kiwiel_1999, title={A bundle Bregman proximal method for convex nondifferentiable minimization}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050056}, DOI={10.1007/s101070050056}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kiwiel, Krzysztof C.}, year={1999}, month=june, pages={241â€“258} }"
paper_cc5327de0ced,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461216059359232_10.1007%2Fs101070050115.fixed.md,10.1007/s101070050115,On the convergence of the DFP algorithm for unconstrained optimization when there are only two variables,on the convergence of the dfp algorithm for unconstrained optimization when there are only two variables,M.J.D. Powell,powell,2000.0,"@article{Powell_2000, title={On the convergence of the DFP algorithm for unconstrained optimization when there are only two variables}, volume={87}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050115}, DOI={10.1007/s101070050115}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Powell, M.J.D.}, year={2000}, month=apr, pages={281â€“301} }"
paper_e0d4a5645f55,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461361840783361_10.1007%2Fs101070050027.fixed.md,10.1007/s101070050027,On a homogeneous algorithm for the monotone complementarity problem,on a homogeneous algorithm for the monotone complementarity problem,Erling D. Andersen; Yinyu Ye,andersen,2000.0,"@article{Andersen_1999, title={On a homogeneous algorithm for the monotone complementarity problem}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050027}, DOI={10.1007/s101070050027}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Andersen, Erling D. and Ye, Yinyu}, year={1999}, month=feb, pages={375â€“399} }"
paper_400fa117d4f3,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461364697104385_10.1007%2Fs101070050047.fixed.md,10.1007/s101070050047,A QP-free constrained Newton-type method for variational inequality problems,a qp free constrained newton type method for variational inequality problems,Christian Kanzow; Hou-Duo Qi,kanzow,1998.0,"@article{Kanzow_1999, title={A QP-free constrained Newton-type method for variational inequality problems}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050047}, DOI={10.1007/s101070050047}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kanzow, Christian and Qi, Hou-Duo}, year={1999}, month=may, pages={81â€“106} }"
paper_a28dcffa7158,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461412281483264_10.1007%2Fs101070050040.fixed.md,10.1007/s101070050040,Increasing the rooted-connectivity of a digraph by one,increasing the rooted connectivity of a digraph by one,Andr谩s Frank,frank,1999.0,"@article{Frank_1999, title={Increasing the rooted-connectivity of a digraph by one}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050040}, DOI={10.1007/s101070050040}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Frank, András}, year={1999}, month=apr, pages={565–576} }"
paper_a8d281574849,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461461015101441_10.1007%2Fs101070050046.fixed.md,10.1007/s101070050046,Search directions in the SDP and the monotone SDLCP: generalization and inexact computation,search directions in the sdp and the monotone sdlcp generalization and inexact computation,Masakazu Kojima; Masayuki Shida; Susumu Shindoh,kojima,1998.0,"@article{Kojima_1999, title={Search directions in the SDP and the monotone SDLCP: generalization and inexact computation}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050046}, DOI={10.1007/s101070050046}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kojima, Masakazu and Shida, Masayuki and Shindoh, Susumu}, year={1999}, month=may, pages={51â€“80} }"
paper_6cde3afffc36,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461545991700481_10.1007%2Fs101070050095.fixed.md,10.1007/s101070050095,On existence and uniqueness of stationary points in semi-infinite optimization,on existence and uniqueness of stationary points in semi infinite optimization,Jan-J. R眉ckmann,r ckmann,1999.0,"@article{R_ckmann_1999, title={On existence and uniqueness of stationary points in semi-infinite optimization}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050095}, DOI={10.1007/s101070050095}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Rückmann, Jan-J.}, year={1999}, month=nov, pages={387–415} }"
paper_7a7ed2473686,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461603558522881_10.1007%2Fs101070050074.fixed.md,10.1007/s101070050074,Fixed-charge continuous knapsack problems and pseudogreedy solutions,fixed charge continuous knapsack problems and pseudogreedy solutions,Josef Haberl,haberl,1999.0,"@article{Haberl_1999, title={Fixed-charge continuous knapsack problems and pseudogreedy solutions}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050074}, DOI={10.1007/s101070050074}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Haberl, Josef}, year={1999}, month=aug, pages={617â€“642} }"
paper_1ced53d08301,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461645346373633_10.1007%2Fs101070050094.fixed.md,10.1007/s101070050094,A hybrid Newton method for solving the variational inequality problem via the D-gap function,a hybrid newton method for solving the variational inequality problem via the d gap function,Ji-Ming Peng; Masao Fukushima,peng,1999.0,"@article{Peng_1999, title={A hybrid Newton method for solving the variational inequality problem via the D-gap function}, volume={86}, ISSN={0025-5610}, url={http://dx.doi.org/10.1007/s101070050094}, DOI={10.1007/s101070050094}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Peng, Ji-Ming and Fukushima, Masao}, year={1999}, month=nov, pages={367â€“386} }"
paper_51a8d9748e05,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461651927236609_10.1007%2Fs101070050030.fixed.md,10.1007/s101070050030,"A note on 'On Pareto optima, the Fermat-Weber problem, and polyhedral gauges'",a note on on pareto optima the fermat weber problem and polyhedral gauges,J枚rg Fliege,fliege,1998.0,"@article{Fliege_1999, title={A note on “On Pareto optima, the Fermat-Weber problem, and polyhedral gauges”}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050030}, DOI={10.1007/s101070050030}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fliege, J&#x000F6;rg}, year={1999}, month=feb, pages={435–438} }"
paper_9bb663f226aa,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461703227768833_10.1007%2Fs101070050057.fixed.md,10.1007/s101070050057,Q-matrix recognition via secondary and universal polytopes,q matrix recognition via secondary and universal polytopes,"Jes煤s A. De Loera; Walter D. Morris, jr.",loera,1998.0,"@article{De_Loera_1999, title={Q-matrix recognition via secondary and universal polytopes}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050057}, DOI={10.1007/s101070050057}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={De Loera, Jes&#x000FA;s A. and Morris jr., Walter D.}, year={1999}, month=june, pages={259â€“276} }"
paper_5547d04127d1,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461771418763264_10.1007%2Fs101070050116.fixed.md,10.1007/s101070050116,Interior-point methods for nonconvex nonlinear programming: orderings and higher-order methods,interior point methods for nonconvex nonlinear programming orderings and higher order methods,David F. Shanno; Robert J. Vanderbei,shanno,2000.0,"@article{Shanno_2000, title={Interior-point methods for nonconvex nonlinear programming: orderings and higher-order methods}, volume={87}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050116}, DOI={10.1007/s101070050116}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Shanno, David F. and Vanderbei, Robert J.}, year={2000}, month=apr, pages={303â€“316} }"
paper_af9bba1fad82,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461775537569793_10.1007%2Fs101070050052.fixed.md,10.1007/s101070050052,Continuity properties of the Karush-Kuhn-Tucker point set in quadratic programming problems,continuity properties of the karush kuhn tucker point set in quadratic programming problems,N.N. Tam; N.D. Yen,tam,1998.0,"@article{Tam_1999, title={Continuity properties of the Karush-Kuhn-Tucker point set in quadratic programming problems}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050052}, DOI={10.1007/s101070050052}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Tam, N.N. and Yen, N.D.}, year={1999}, month=may, pages={193â€“206} }"
paper_84ec9c7034a2,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461828251582465_10.1007%2Fs101070050059.fixed.md,10.1007/s101070050059,Proximal quasi-Newton methods for nondifferentiable convex optimization,proximal quasi newton methods for nondifferentiable convex optimization,Xiaojun Chen; Masao Fukushima,chen,1999.0,"@article{Chen_1999, title={Proximal quasi-Newton methods for nondifferentiable convex optimization}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050059}, DOI={10.1007/s101070050059}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Chen, Xiaojun and Fukushima, Masao}, year={1999}, month=june, pages={313â€“334} }"
paper_a631ce080e50,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461833234415618_10.1007%2Fs101070050065.fixed.md,10.1007/s101070050065,Robustness of posynomial geometric programming optima,robustness of posynomial geometric programming optima,A.J. Federowicz; Jayant Rajgopal,federowicz,2000.0,"@article{Federowicz_1999, title={Robustness of posynomial geometric programming optima}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050065}, DOI={10.1007/s101070050065}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Federowicz, A.J. and Rajgopal, Jayant}, year={1999}, month=june, pages={423â€“431} }"
paper_eea58ca0ce4e,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461873524899841_10.1007%2Fs101070050038.fixed.md,10.1007/s101070050038,Directed vertex-connectivity augmentation,directed vertex connectivity augmentation,Andr谩s Frank; Tibor Jordan,frank,1999.0,"@article{Frank_1999, title={Directed vertex-connectivity augmentation}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050038}, DOI={10.1007/s101070050038}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Frank, András and Jordán, Tibor}, year={1999}, month=apr, pages={537–553} }"
paper_6052a4ee3877,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461912812945409_10.1007%2Fs101070050053.fixed.md,10.1007/s101070050053,Convergence of a simple subgradient level method,convergence of a simple subgradient level method,Jean-Louis Goffin; Krzysztof C. Kiwiel,goffin,1998.0,"@article{Goffin_1999, title={Convergence of a simple subgradient level method}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050053}, DOI={10.1007/s101070050053}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Goffin, Jean-Louis and Kiwiel, Krzysztof C.}, year={1999}, month=may, pages={207â€“211} }"
paper_f5a796da5101,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812461989006671872_10.1007%2Fs101070050104.fixed.md,10.1007/s101070050104,A non-interior continuation method for generalized linear complementarity problems,a non interior continuation method for generalized linear complementarity problems,Ji-Ming Peng; Zhenghua Lin,peng,2000.0,"@article{Peng_1999, title={A non-interior continuation method for generalized linear complementarity problems}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050104}, DOI={10.1007/s101070050104}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Peng, Ji-Ming and Lin, Zhenghua}, year={1999}, month=dec, pages={533â€“563} }"
paper_5dcafed15326,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462015724388353_10.1007%2Fs101070050107.fixed.md,10.1007/s101070050107,Superlinear and quadratic convergence of affine-scaling interior-point Newton methods for problems with simple bounds without strict complementarity assumption,superlinear and quadratic convergence of affine scaling interior point newton methods for problems with simple bounds without strict complementarity assumption,Matthias Heinkenschloss; Michael Ulbrich; Stefan Ulbrich,heinkenschloss,1999.0,"@article{Heinkenschloss_1999, title={Superlinear and quadratic convergence of affine-scaling interior-point Newton methods for problems with simple bounds without strict complementarity assumption}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050107}, DOI={10.1007/s101070050107}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Heinkenschloss, Matthias and Ulbrich, Michael and Ulbrich, Stefan}, year={1999}, month=dec, pages={615â€“635} }"
paper_46022c3864bb,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462034561007617_10.1007%2Fs101070050003.fixed.md,10.1007/s101070050003,An efficient algorithm for globally minimizing a quadratic function under convex quadratic constraints,an efficient algorithm for globally minimizing a quadratic function under convex quadratic constraints,Le Thi Hoai An,an,2000.0,"@article{Hoai_An_2000, title={An efficient algorithm for globally minimizing a quadratic function under convex quadratic constraints}, volume={87}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050003}, DOI={10.1007/s101070050003}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Hoai An, Le Thi}, year={2000}, month=may, pages={401â€“426} }"
paper_67637e5faa95,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462040047157249_10.1007%2Fs101070050060.fixed.md,10.1007/s101070050060,Partition polytopes over 1-dimensional points,partition polytopes over 1 dimensional points,Biao Gao; Frank K. Hwang; Wen-Ching Winnie Li; Uriel G. Rothblum,gao,1999.0,"@article{Gao_1999, title={Partition polytopes over 1-dimensional points}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050060}, DOI={10.1007/s101070050060}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gao, Biao and Hwang, Frank K. and Li, Wen-Ching Winnie and Rothblum, Uriel G.}, year={1999}, month=june, pages={335â€“362} }"
paper_b75af3706d15,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462043599732740_10.1007%2Fs101070050020.fixed.md,10.1007/s101070050020,New error bounds and their applications to convergence analysis of iterative algorithms,new error bounds and their applications to convergence analysis of iterative algorithms,Zhi-Quan Luo,luo,2000.0,"@article{Luo_2000, title={New error bounds and their applications to convergence analysis of iterative algorithms}, volume={88}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050020}, DOI={10.1007/s101070050020}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Luo, Zhi-Quan}, year={2000}, month=aug, pages={341â€“355} }"
paper_d305d6410b5e,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462045856268289_10.1007%2Fs101070050083.fixed.md,10.1007/s101070050083,"Strong conical hull intersection property, bounded linear regularity, Jameson's property (G), and error bounds in convex optimization",strong conical hull intersection property bounded linear regularity jameson s property g and error bounds in convex optimization,Heinz H. Bauschke; Jonathan M. Borwein; Wu Li,bauschke,1999.0,"@article{Bauschke_1999, title={Strong conical hull intersection property, bounded linear regularity, Jameson’s property (G), and error bounds in convex optimization}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050083}, DOI={10.1007/s101070050083}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bauschke, Heinz H. and Borwein, Jonathan M. and Li, Wu}, year={1999}, month=sept, pages={135–160} }"
paper_62407d7e2b1d,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462128303702016_10.1007%2Fs101070050028.fixed.md,10.1007/s101070050028,Set-valued approximations and Newton's methods,set valued approximations and newton s methods,H. Xu,xu,1998.0,"@article{Xu_1999, title={Set-valued approximations and Newton’s methods}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050028}, DOI={10.1007/s101070050028}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Xu, H.}, year={1999}, month=feb, pages={401–420} }"
paper_916ac2d04318,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462136625201155_10.1007%2Fs101070050044.fixed.md,10.1007/s101070050044,The 0-1 Knapsack problem with a single continuous variable,the 0 1 knapsack problem with a single continuous variable,Hugues Marchand; Laurence A. Wolsey,marchand,1998.0,"@article{Marchand_1999, title={The 0-1 Knapsack problem with a single continuous variable}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050044}, DOI={10.1007/s101070050044}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Marchand, Hugues and Wolsey, Laurence A.}, year={1999}, month=may, pages={15â€“33} }"
paper_e02e69e1497a,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462165888860161_10.1007%2Fs101070050090.fixed.md,10.1007/s101070050090,"Ergodic, primal convergence in dual subgradient schemes for convex programming",ergodic primal convergence in dual subgradient schemes for convex programming,Torbj枚rn Larsson; Michael Patriksson; Ann-Brith Str枚mberg,larsson,1999.0,"@article{Larsson_1999, title={Ergodic, primal convergence in dual subgradient schemes for convex programming}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050090}, DOI={10.1007/s101070050090}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Larsson, Torbjörn and Patriksson, Michael and Strömberg, Ann-Brith}, year={1999}, month=nov, pages={283–312} }"
paper_92d56656a345,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462221434028032_10.1007%2Fs101070050070.fixed.md,10.1007/s101070050070,Conditioning of semidefinite programs,conditioning of semidefinite programs,Madhu V. Nayakkankuppam; Michael L. Overton,nayakkankuppam,1999.0,"@article{Nayakkankuppam_1999, title={Conditioning of semidefinite programs}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050070}, DOI={10.1007/s101070050070}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Nayakkankuppam, Madhu V. and Overton, Michael L.}, year={1999}, month=aug, pages={525â€“540} }"
paper_16debbcc7d13,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462446424883201_10.1007%2Fs101070050112.fixed.md,10.1007/s101070050112,A primal-dual trust-region algorithm for non-convex nonlinear programming,a primal dual trust region algorithm for non convex nonlinear programming,Andrew R. Conn; Nicholas I. M. Gould; Dominique Orban; Philippe L. Toint,conn,2000.0,"@article{Conn_2000, title={A primal-dual trust-region algorithm for non-convex nonlinear programming}, volume={87}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050112}, DOI={10.1007/s101070050112}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Conn, Andrew R. and Gould, Nicholas I. M. and Orban, Dominique and Toint, Philippe L.}, year={2000}, month=apr, pages={215â€“249} }"
paper_2ce5c0c86489,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462514280333312_10.1007%2Fs101070050022.fixed.md,10.1007/s101070050022,Error bounds for proximal point subproblems and associated inexact proximal point algorithms,error bounds for proximal point subproblems and associated inexact proximal point algorithms,M.V. Solodov; B.F. Svaiter,solodov,2000.0,"@article{Solodov_2000, title={Error bounds for proximal point subproblems and associated inexact proximal point algorithms}, volume={88}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050022}, DOI={10.1007/s101070050022}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Solodov, M.V. and Svaiter, B.F.}, year={2000}, month=aug, pages={371â€“389} }"
paper_7af9a7db502b,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812462860847284225_10.1007%2Fs101070050089.fixed.md,10.1007/s101070050089,Basis- and partition identification for quadratic programming and linear complementarity problems,basis and partition identification for quadratic programming and linear complementarity problems,Arjan B. Berkelaar; Benjamin Jansen; Kees Roos; Tam谩s Terlaky,berkelaar,1999.0,"@article{Berkelaar_1999, title={Basis- and partition identification for quadratic programming and linear complementarity problems}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050089}, DOI={10.1007/s101070050089}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Berkelaar, Arjan B. and Jansen, Benjamin and Roos, Kees and Terlaky, Tam�s}, year={1999}, month=nov, pages={261–282} }"
paper_83d53ff5aa53,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463719341621248_10.1007%2Fs101070050103.fixed.md,10.1007/s101070050103,A branch-and-cut method for 0-1 mixed convex programming,a branch and cut method for 0 1 mixed convex programming,Robert A. Stubbs; Sanjay Mehrotra,stubbs,2000.0,"@article{Stubbs_1999, title={A branch-and-cut method for 0-1 mixed convex programming}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050103}, DOI={10.1007/s101070050103}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Stubbs, Robert A. and Mehrotra, Sanjay}, year={1999}, month=dec, pages={515â€“532} }"
paper_143fba975158,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463745480523777_10.1007%2Fs101070050101.fixed.md,10.1007/s101070050101,Feasible descent algorithms for mixed complementarity problems,feasible descent algorithms for mixed complementarity problems,Michael C. Ferris; Christian Kanzow; Todd S. Munson,ferris,1999.0,"@article{Ferris_1999, title={Feasible descent algorithms for mixed complementarity problems}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050101}, DOI={10.1007/s101070050101}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Ferris, Michael C. and Kanzow, Christian and Munson, Todd S.}, year={1999}, month=dec, pages={475â€“497} }"
paper_a5a63a215bc6,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463750132006912_10.1007%2Fs101070050055.fixed.md,10.1007/s101070050055,Using continuous nonlinear relaxations to solve constrained maximum-entropy sampling problems,using continuous nonlinear relaxations to solve constrained maximum entropy sampling problems,Kurt M. Anstreicher; Marcia Fampa; Jon Lee; Joy Williams,anstreicher,1998.0,"@article{Anstreicher_1999, title={Using continuous nonlinear relaxations to solve. constrained maximum-entropy sampling problems}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050055}, DOI={10.1007/s101070050055}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Anstreicher, Kurt M. and Fampa, Marcia and Lee, Jon and Williams, Joy}, year={1999}, month=june, pages={221â€“240} }"
paper_d06b9d3c6c33,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463811419176960_10.1007%2Fs101070050016.fixed.md,10.1007/s101070050016,Error bounds for infinite systems of convex inequalities without Slater's condition,error bounds for infinite systems of convex inequalities without slater s condition,Martin Gugat,gugat,2000.0,"@article{Gugat_2000, title={Error bounds for infinite systems of convex inequalities without Slater’s condition}, volume={88}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050016}, DOI={10.1007/s101070050016}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gugat, Martin}, year={2000}, month=aug, pages={255–275} }"
paper_f064bd1bfe89,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463906264973312_10.1007%2Fs101070050085.fixed.md,10.1007/s101070050085,A note on quadratic forms,a note on quadratic forms,Xin Chen; Ya-xiang Yuan,chen,1999.0,"@article{Chen_1999, title={A note on quadratic forms}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050085}, DOI={10.1007/s101070050085}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Chen, Xin and Yuan, Ya-xiang}, year={1999}, month=sept, pages={187â€“197} }"
paper_04ae9c741c5b,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463952490397696_10.1007%2Fs101070050041.fixed.md,10.1007/s101070050041,Successive edge-connectivity augmentation problems,successive edge connectivity augmentation problems,Eddie Cheng; Tibor Jord谩n,cheng,1999.0,"@article{Cheng_1999, title={Successive edge-connectivity augmentation problems}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050041}, DOI={10.1007/s101070050041}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Cheng, Eddie and Jordán, Tibor}, year={1999}, month=apr, pages={577–593} }"
paper_dd57381f0195,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812463985851891713_10.1007%2Fs101070050015.fixed.md,10.1007/s101070050015,Exact order of Hoffman's error bounds for elliptic quadratic inequalities derived from vector-valued Chebyshev approximation,exact order of hoffman s error bounds for elliptic quadratic inequalities derived from vector valued chebyshev approximation,Martin Bartelt; Wu Li,bartelt,2000.0,"@article{Bartelt_2000, title={Exact order of Hoffman’s error bounds for elliptic quadratic inequalities derived from vector-valued Chebyshev approximation}, volume={88}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070050015}, DOI={10.1007/s101070050015}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bartelt, Martin and Li, Wu}, year={2000}, month=aug, pages={223–253} }"
