paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex
paper_5fabfc36ff54,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812835161279299584_10.1007%2Fs10107-018-1340-y.fixed.md,10.1007/s10107-018-1340-y,Behavior of accelerated gradient methods near critical points of nonconvex functions,behavior of accelerated gradient methods near critical points of nonconvex functions,Michael O'Neill; Stephen J. Wright,o neill,2018.0,"@article{O_Neill_2018, title={Behavior of accelerated gradient methods near critical points of nonconvex functions}, volume={176}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1340-y}, DOI={10.1007/s10107-018-1340-y}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={O’Neill, Michael and Wright, Stephen J.}, year={2018}, month=oct, pages={403–427} }"
paper_472e648081f5,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812835542755442692_10.1007%2Fs10107-018-1343-8.fixed.md,10.1007/s10107-018-1343-8,"Necessary conditions for linear convergence of iterated expansive, set-valued mappings",necessary conditions for linear convergence of iterated expansive set valued mappings,D. Russell Luke; Marc Teboulle; Nguyen H. Thao,luke,2018.0,"@article{Luke_2018, title={Necessary conditions for linear convergence of iterated expansive, set-valued mappings}, volume={180}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1343-8}, DOI={10.1007/s10107-018-1343-8}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Luke, D. Russell and Teboulle, Marc and Thao, Nguyen H.}, year={2018}, month=oct, pages={1–31} }"
paper_e363f738733b,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812837734346391552_10.1007%2Fs10107-018-1338-5.fixed.md,10.1007/s10107-018-1338-5,Concave regression: value-constrained estimation and likelihood ratio-based inference,concave regression value constrained estimation and likelihood ratio based inference,Charles R. Doss,doss,2018.0,"@article{Doss_2018, title={Concave regression: value-constrained estimation and likelihood ratio-based inference}, volume={174}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1338-5}, DOI={10.1007/s10107-018-1338-5}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Doss, Charles R.}, year={2018}, month=oct, pages={5–39} }"
paper_12c274623161,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812838739607814145_10.1007%2Fs10107-018-1339-4.fixed.md,10.1007/s10107-018-1339-4,Two-stage linear decision rules for multi-stage stochastic programming,two stage linear decision rules for multi stage stochastic programming,Merve Bodur; James R. Luedtke,bodur,2018.0,"@article{Bodur_2018, title={Two-stage linear decision rules for multi-stage stochastic programming}, volume={191}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1339-4}, DOI={10.1007/s10107-018-1339-4}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bodur, Merve and Luedtke, James R.}, year={2018}, month=oct, pages={347â€“380} }"
paper_b2b1a1193412,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812841001235251201_10.1007%2Fs10107-018-1335-8.fixed.md,10.1007/s10107-018-1335-8,Exploiting negative curvature in deterministic and stochastic optimization,exploiting negative curvature in deterministic and stochastic optimization,Frank E. Curtis; Daniel P. Robinson,curtis,2018.0,"@article{Curtis_2018, title={Exploiting negative curvature in deterministic and stochastic optimization}, volume={176}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1335-8}, DOI={10.1007/s10107-018-1335-8}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Curtis, Frank E. and Robinson, Daniel P.}, year={2018}, month=oct, pages={69–94} }"
paper_68cdd61c651a,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812841614085980160_10.1007%2Fs10107-018-1336-7.fixed.md,10.1007/s10107-018-1336-7,Faster algorithms for extensive-form game solving via improved smoothing functions,faster algorithms for extensive form game solving via improved smoothing functions,Christian Kroer; Kevin Waugh; Fatma Kilin莽-Karzan; Tuomas Sandholm,kroer,2018.0,"@article{Kroer_2018, title={Faster algorithms for extensive-form game solving via improved smoothing functions}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1336-7}, DOI={10.1007/s10107-018-1336-7}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kroer, Christian and Waugh, Kevin and Kılınç-Karzan, Fatma and Sandholm, Tuomas}, year={2018}, month=oct, pages={385–417} }"
paper_2c709e484270,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812843020524191745_10.1007%2Fs10107-018-1334-9.fixed.md,10.1007/s10107-018-1334-9,Computing Walrasian equilibria: fast algorithms and structural properties,computing walrasian equilibria fast algorithms and structural properties,Renato Paes Leme; Sam Chiu-wai Wong,leme,2018.0,"@article{Paes_Leme_2018, title={Computing Walrasian equilibria: fast algorithms and structural properties}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1334-9}, DOI={10.1007/s10107-018-1334-9}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Paes Leme, Renato and Wong, Sam Chiu-wai}, year={2018}, month=sept, pages={343–384} }"
paper_9140ef5bed45,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812843213139214339_10.1007%2Fs10107-018-1331-z.fixed.md,10.1007/s10107-018-1331-z,Blessing of massive scale: spatial graphical model estimation with a total cardinality constraint approach,blessing of massive scale spatial graphical model estimation with a total cardinality constraint approach,Ethan X. Fang; Han Liu; Mengdi Wang,fang,2018.0,"@article{Fang_2018, title={Blessing of massive scale: spatial graphical model estimation with a total cardinality constraint approach}, volume={176}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1331-z}, DOI={10.1007/s10107-018-1331-z}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fang, Ethan X. and Liu, Han and Wang, Mengdi}, year={2018}, month=oct, pages={175–205} }"
paper_2c8ed152b2e8,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812843357947559937_10.1007%2Fs10107-018-1333-x.fixed.md,10.1007/s10107-018-1333-x,"When do birds of a feather flock together? k-Means, proximity, and conic programming",when do birds of a feather flock together k means proximity and conic programming,Xiaodong Li; Yang Li; Shuyang Ling; Thomas Strohmer; Ke Wei,li,2018.0,"@article{Li_2018, title={When do birds of a feather flock together? k-Means, proximity, and conic programming}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1333-x}, DOI={10.1007/s10107-018-1333-x}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Li, Xiaodong and Li, Yang and Ling, Shuyang and Strohmer, Thomas and Wei, Ke}, year={2018}, month=sept, pages={295–341} }"
paper_88e8dc5ded5d,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812843682091761664_10.1007%2Fs10107-018-1337-6.fixed.md,10.1007/s10107-018-1337-6,Problem-based optimal scenario generation and reduction in stochastic programming,problem based optimal scenario generation and reduction in stochastic programming,R. Henrion; W. R枚misch,henrion,2018.0,"@article{Henrion_2018, title={Problem-based optimal scenario generation and reduction in stochastic programming}, volume={191}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1337-6}, DOI={10.1007/s10107-018-1337-6}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Henrion, R. and Römisch, W.}, year={2018}, month=oct, pages={183–205} }"
paper_878185cebba5,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812847602759368705_10.1007%2Fs10107-018-1328-7.fixed.md,10.1007/s10107-018-1328-7,A decoupled first/second-order steps technique for nonconvex nonlinear unconstrained optimization with improved complexity bounds,a decoupled first second order steps technique for nonconvex nonlinear unconstrained optimization with improved complexity bounds,S. Gratton; C. W. Royer; L. N. Vicente,gratton,2018.0,"@article{Gratton_2018, title={A decoupled first/second-order steps technique for nonconvex nonlinear unconstrained optimization with improved complexity bounds}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1328-7}, DOI={10.1007/s10107-018-1328-7}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gratton, S. and Royer, C. W. and Vicente, L. N.}, year={2018}, month=sept, pages={195–222} }"
paper_356ff3b0ce86,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812847895798611970_10.1007%2Fs10107-018-1330-0.fixed.md,10.1007/s10107-018-1330-0,Piecewise smooth extreme functions are piecewise linear,piecewise smooth extreme functions are piecewise linear,Marco Di Summa,summa,2018.0,"@article{Di_Summa_2018, title={Piecewise smooth extreme functions are piecewise linear}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1330-0}, DOI={10.1007/s10107-018-1330-0}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Di Summa, Marco}, year={2018}, month=sept, pages={265–293} }"
paper_a260f150287b,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812848040837644291_10.1007%2Fs10107-018-1327-8.fixed.md,10.1007/s10107-018-1327-8,A successive difference-of-convex approximation method for a class of nonconvex nonsmooth optimization problems,a successive difference of convex approximation method for a class of nonconvex nonsmooth optimization problems,Tianxiang Liu; Ting Kei Pong; Akiko Takeda,liu,2018.0,"@article{Liu_2018, title={A successive difference-of-convex approximation method for a class of nonconvex nonsmooth optimization problems}, volume={176}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1327-8}, DOI={10.1007/s10107-018-1327-8}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Liu, Tianxiang and Pong, Ting Kei and Takeda, Akiko}, year={2018}, month=sept, pages={339–367} }"
paper_5c9ea6a74dc7,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812848095321653249_10.1007%2Fs10107-018-1320-2.fixed.md,10.1007/s10107-018-1320-2,Robust Monotone Submodular Function Maximization,robust monotone submodular function maximization,James B. Orlin; Andreas S. Schulz; Rajan Udwani,orlin,2018.0,"@article{Orlin_2018, title={Robust monotone submodular function maximization}, volume={172}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1320-2}, DOI={10.1007/s10107-018-1320-2}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Orlin, James B. and Schulz, Andreas S. and Udwani, Rajan}, year={2018}, month=sept, pages={505–537} }"
paper_855e47473643,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812849225300705280_10.1007%2Fs10107-018-1329-6.fixed.md,10.1007/s10107-018-1329-6,An efficient Hessian based algorithm for solving large-scale sparse group Lasso problems,an efficient hessian based algorithm for solving large scale sparse group lasso problems,Yangjing Zhang; Ning Zhang; Defeng Sun; Kim-Chuan Toh,zhang,2018.0,"@article{Zhang_2018, title={An efficient Hessian based algorithm for solving large-scale sparse group Lasso problems}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1329-6}, DOI={10.1007/s10107-018-1329-6}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Zhang, Yangjing and Zhang, Ning and Sun, Defeng and Toh, Kim-Chuan}, year={2018}, month=sept, pages={223–263} }"
paper_49ea5a07cb95,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812849334230974465_10.1007%2Fs10107-018-1318-9.fixed.md,10.1007/s10107-018-1318-9,Enhanced proximal DC algorithms with extrapolation for a class of structured nonsmooth DC minimization,enhanced proximal dc algorithms with extrapolation for a class of structured nonsmooth dc minimization,Zhaosong Lu; Zirui Zhou; Zhe Sun,lu,2018.0,"@article{Lu_2018, title={Enhanced proximal DC algorithms with extrapolation for a class of structured nonsmooth DC minimization}, volume={176}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1318-9}, DOI={10.1007/s10107-018-1318-9}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Lu, Zhaosong and Zhou, Zirui and Sun, Zhe}, year={2018}, month=sept, pages={369–401} }"
paper_286b23cb77fe,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_812997523827326976_10.1007%2Fs10107-018-1322-0.fixed.md,10.1007/s10107-018-1322-0,An extreme function which is nonnegative and discontinuous everywhere,an extreme function which is nonnegative and discontinuous everywhere,Amitabh Basu; Michele Conforti; Marco Di Summa,basu,2018.0,"@article{Basu_2018, title={An extreme function which is nonnegative and discontinuous everywhere}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1322-0}, DOI={10.1007/s10107-018-1322-0}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Basu, Amitabh and Conforti, Michele and Di Summa, Marco}, year={2018}, month=sept, pages={447–453} }"
paper_2bce4366bfa4,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813000235423891456_10.1007%2Fs10107-018-1324-y.fixed.md,10.1007/s10107-018-1324-y,Maximizing monotone submodular functions over the integer lattice,maximizing monotone submodular functions over the integer lattice,Tasuku Soma; Yuichi Yoshida,soma,2018.0,"@article{Soma_2018, title={Maximizing monotone submodular functions over the integer lattice}, volume={172}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1324-y}, DOI={10.1007/s10107-018-1324-y}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Soma, Tasuku and Yoshida, Yuichi}, year={2018}, month=aug, pages={539–563} }"
paper_59c5bb889f6a,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813000418983411712_10.1007%2Fs10107-018-1325-x.fixed.md,10.1007/s10107-018-1325-x,Fully dynamic bin packing revisited,fully dynamic bin packing revisited,Sebastian Berndt; Klaus Jansen; Kim-Manuel Klein,berndt,2018.0,"@article{Berndt_2018, title={Fully dynamic bin packing revisited}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1325-x}, DOI={10.1007/s10107-018-1325-x}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Berndt, Sebastian and Jansen, Klaus and Klein, Kim-Manuel}, year={2018}, month=sept, pages={109–155} }"
paper_0e4f9618345e,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813000815575826433_10.1007%2Fs10107-018-1316-y.fixed.md,10.1007/s10107-018-1316-y,Strong reductions for extended formulations,strong reductions for extended formulations,G谩bor Braun; Sebastian Pokutta; Aurko Roy,braun,2018.0,"@article{Braun_2018, title={Strong reductions for extended formulations}, volume={172}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1316-y}, DOI={10.1007/s10107-018-1316-y}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Braun, Gábor and Pokutta, Sebastian and Roy, Aurko}, year={2018}, month=aug, pages={591–620} }"
paper_a9d985b842df,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813002014756700160_10.1007%2Fs10107-022-01783-x.fixed.md,10.1007/s10107-022-01783-x,On the Optimality of Pseudo-polynomial Algorithms for Integer Programming,on the optimality of pseudo polynomial algorithms for integer programming,Fedor V. Fomin; Fahad Panolan; M. S. Ramanujan; Saket Saurabh,fomin,2022.0,"@article{Fomin_2022, title={On the optimality of pseudo-polynomial algorithms for integer programming}, volume={198}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-022-01783-x}, DOI={10.1007/s10107-022-01783-x}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fomin, Fedor V. and Panolan, Fahad and Ramanujan, M. S. and Saurabh, Saket}, year={2022}, month=feb, pages={561â€“593} }"
paper_75dce74161a2,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813002516521287682_10.1007%2Fs10107-018-1319-8.fixed.md,10.1007/s10107-018-1319-8,Regularized nonlinear acceleration,regularized nonlinear acceleration,Damien Scieur; Alexandre d'Aspremont; Francis Bach,scieur,2018.0,"@article{Scieur_2018, title={Regularized nonlinear acceleration}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1319-8}, DOI={10.1007/s10107-018-1319-8}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Scieur, Damien and d’Aspremont, Alexandre and Bach, Francis}, year={2018}, month=aug, pages={47–83} }"
paper_bd3a9425a640,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813002776475860994_10.1007%2Fs10107-018-1315-z.fixed.md,10.1007/s10107-018-1315-z,A binary decision diagram based algorithm for solving a class of binary two-stage stochastic programs,a binary decision diagram based algorithm for solving a class of binary two stage stochastic programs,Leonardo Lozano; J. Cole Smith,lozano,2018.0,"@article{Lozano_2018, title={A binary decision diagram based algorithm for solving a class of binary two-stage stochastic programs}, volume={191}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1315-z}, DOI={10.1007/s10107-018-1315-z}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Lozano, Leonardo and Smith, J. Cole}, year={2018}, month=aug, pages={381â€“404} }"
paper_4149684adbd3,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813002835057704961_10.1007%2Fs10107-018-1323-z.fixed.md,10.1007/s10107-018-1323-z,Distances between optimal solutions of mixed-integer programs,distances between optimal solutions of mixed integer programs,Joseph Paat; Robert Weismantel; Stefan Weltge,paat,2018.0,"@article{Paat_2018, title={Distances between optimal solutions of mixed-integer programs}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1323-z}, DOI={10.1007/s10107-018-1323-z}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Paat, Joseph and Weismantel, Robert and Weltge, Stefan}, year={2018}, month=aug, pages={455–468} }"
paper_dc05f98ce771,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813003185546330113_10.1007%2Fs10107-018-1317-x.fixed.md,10.1007/s10107-018-1317-x,On the Rational Polytopes with Chv谩tal Rank 1,on the rational polytopes with chv tal rank 1,G茅rard Cornu茅jols; Dabeen Lee; Yanjun Li,cornu jols,2018.0,"@article{Cornu_jols_2018, title={On the Rational Polytopes with Chvátal Rank 1}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1317-x}, DOI={10.1007/s10107-018-1317-x}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Cornuéjols, Gérard and Lee, Dabeen and Li, Yanjun}, year={2018}, month=aug, pages={21–46} }"
paper_740cb08e3719,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813004604781363200_10.1007%2Fs10107-018-1321-1.fixed.md,10.1007/s10107-018-1321-1,On the equivalence of the primal-dual hybrid gradient method and Douglas-Rachford splitting,on the equivalence of the primal dual hybrid gradient method and douglas rachford splitting,Daniel O'Connor; Lieven Vandenberghe,o connor,2018.0,"@article{O_Connor_2018, title={On the equivalence of the primal-dual hybrid gradient method and Douglas–Rachford splitting}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1321-1}, DOI={10.1007/s10107-018-1321-1}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={O’Connor, Daniel and Vandenberghe, Lieven}, year={2018}, month=aug, pages={85–108} }"
paper_4f03cb700fc6,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813009139100811265_10.1007%2Fs10107-022-01777-9.fixed.md,10.1007/s10107-022-01777-9,Approximating the discrete time-cost tradeoff problem with bounded depth,approximating the discrete time cost tradeoff problem with bounded depth,Siad Daboul; Stephan Held; Jens Vygen,daboul,2022.0,"@article{Daboul_2022, title={Approximating the discrete time-cost tradeoff problem with bounded depth}, volume={197}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-022-01777-9}, DOI={10.1007/s10107-022-01777-9}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Daboul, Siad and Held, Stephan and Vygen, Jens}, year={2022}, month=feb, pages={529â€“547} }"
paper_b608f30d5ed6,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813010157796589569_10.1007%2Fs10107-018-1314-0.fixed.md,10.1007/s10107-018-1314-0,A strategy of global convergence for the affine scaling algorithm for convex semidefinite programming,a strategy of global convergence for the affine scaling algorithm for convex semidefinite programming,Xun Qian; Li-Zhi Liao; Jie Sun,qian,2018.0,"@article{Qian_2018, title={A strategy of global convergence for the affine scaling algorithm for convex semidefinite programming}, volume={179}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1314-0}, DOI={10.1007/s10107-018-1314-0}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Qian, Xun and Liao, Li-Zhi and Sun, Jie}, year={2018}, month=july, pages={1–19} }"
paper_8d039bf90776,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813014237004693504_10.1007%2Fs10107-018-1313-1.fixed.md,10.1007/s10107-018-1313-1,Quantile-based risk sharing with heterogeneous beliefs,quantile based risk sharing with heterogeneous beliefs,Paul Embrechts; Haiyan Liu; Tiantian Mao; Ruodu Wang,embrechts,2018.0,"@article{Embrechts_2018, title={Quantile-based risk sharing with heterogeneous beliefs}, volume={181}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1313-1}, DOI={10.1007/s10107-018-1313-1}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Embrechts, Paul and Liu, Haiyan and Mao, Tiantian and Wang, Ruodu}, year={2018}, month=july, pages={319â€“347} }"
paper_082c72487f53,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813014518400548864_10.1007%2Fs10107-018-1311-3.fixed.md,10.1007/s10107-018-1311-3,Efficiency of minimizing compositions of convex functions and smooth maps,efficiency of minimizing compositions of convex functions and smooth maps,D. Drusvyatskiy; C. Paquette,drusvyatskiy,2018.0,"@article{Drusvyatskiy_2018, title={Efficiency of minimizing compositions of convex functions and smooth maps}, volume={178}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1311-3}, DOI={10.1007/s10107-018-1311-3}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Drusvyatskiy, D. and Paquette, C.}, year={2018}, month=july, pages={503–558} }"
paper_7c4a1470b3b1,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813014777256214528_10.1007%2Fs10107-022-01772-0.fixed.md,10.1007/s10107-022-01772-0,A finite time combinatorial algorithm for instantaneous dynamic equilibrium flows,a finite time combinatorial algorithm for instantaneous dynamic equilibrium flows,Lukas Graf; Tobias Harks,graf,2022.0,"@article{Graf_2022, title={A finite time combinatorial algorithm for instantaneous dynamic equilibrium flows}, volume={197}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-022-01772-0}, DOI={10.1007/s10107-022-01772-0}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Graf, Lukas and Harks, Tobias}, year={2022}, month=feb, pages={761â€“792} }"
paper_765906a539b7,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813016395372560385_10.1007%2Fs10107-022-01781-z.fixed.md,10.1007/s10107-022-01781-z,Lower Bounds on the Size of General Branch-and-Bound Trees,lower bounds on the size of general branch and bound trees,Santanu S. Dey; Yatharth Dubey; Marco Molinaro,dey,2022.0,"@article{Dey_2022, title={Lower bounds on the size of general branch-and-bound trees}, volume={198}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-022-01781-z}, DOI={10.1007/s10107-022-01781-z}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Dey, Santanu S. and Dubey, Yatharth and Molinaro, Marco}, year={2022}, month=feb, pages={539â€“559} }"
paper_ab1f4b9e25e7,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813018867851853825_10.1007%2Fs10107-021-01760-w.fixed.md,10.1007/s10107-021-01760-w,On the robustness of potential-based flow networks,on the robustness of potential based flow networks,Max Klimm; Marc E. Pfetsch; Rico Raber; Martin Skutella,klimm,2022.0,"@article{Klimm_2022, title={On the robustness of potential-based flow networks}, volume={197}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-021-01760-w}, DOI={10.1007/s10107-021-01760-w}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Klimm, Max and Pfetsch, Marc E. and Raber, Rico and Skutella, Martin}, year={2022}, month=feb, pages={337â€“374} }"
paper_45038a653eb1,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813019263018205185_10.1007%2Fs10107-018-1312-2.fixed.md,10.1007/s10107-018-1312-2,Maximization of AUC and Buffered AUC in binary classification,maximization of auc and buffered auc in binary classification,Matthew Norton; Stan Uryasev,norton,2018.0,"@article{Norton_2018, title={Maximization of AUC and Buffered AUC in binary classification}, volume={174}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-018-1312-2}, DOI={10.1007/s10107-018-1312-2}, number={1–2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Norton, Matthew and Uryasev, Stan}, year={2018}, month=july, pages={575–612} }"
paper_c7d0dfcc237a,mathematical_programming_flat-鍓湰,mathematical programming flat,mathematical_programming_flat-鍓湰/820_813020556843548673_10.1007%2Fs10107-022-01776-w.fixed.md,10.1007/s10107-022-01776-w,Sublinear circuits and the constrained signomial nonnegativity problem,sublinear circuits and the constrained signomial nonnegativity problem,Riley Murray; Helen Naumann; Thorsten Theobald,murray,2022.0,"@article{Murray_2022, title={Sublinear circuits and the constrained signomial nonnegativity problem}, volume={198}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-022-01776-w}, DOI={10.1007/s10107-022-01776-w}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Murray, Riley and Naumann, Helen and Theobald, Thorsten}, year={2022}, month=feb, pages={471â€“505} }"
